icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,extraction_time,data_source,flight_type
a36825,JBU1310,United States,1752335405.0,1752335405,-72.3536,41.4254,7010.4,False,233.06,63.38,0.0,,7399.02,7021.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a04edb,AAL769,United States,1752335405.0,1752335405,-111.7998,33.4469,1226.82,False,97.95,240.07,-0.33,,1280.16,3174.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a12861,DAL79,United States,1752335402.0,1752335405,-65.2561,46.7855,11582.4,False,242.08,230.86,0.33,,12024.36,6002.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a76c79,DAL621,United States,1752335405.0,1752335405,-87.6113,21.7865,3718.56,False,171.32,140.24,-9.43,,3985.26,7374.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a16ebc,UAL289,United States,1752335405.0,1752335405,-85.3109,43.596,9753.6,False,222.31,229.79,0.0,,10233.66,712.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac3477,DAL904,United States,1752335405.0,1752335405,-106.5489,37.6212,10363.2,False,226.34,280.21,0.0,,10904.22,3366.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4785c1,WIF5BX,Norway,1752335405.0,1752335405,5.4514,60.2866,2171.7,False,118.67,121.35,10.73,,2339.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
e200b9,LVS114,Argentina,1752335405.0,1752335405,-58.6366,-34.2676,312.42,False,34.98,0.0,2.6,,449.58,1647.0,False,0,2025-07-12T15:50:12.645690,api,real_time
739584,4XHSI,Israel,1752335201.0,1752335243,34.7945,32.1826,137.16,False,49.54,15.05,-3.58,,106.68,5100.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aaf47d,AAL3013,United States,1752335405.0,1752335405,-106.3094,31.8257,11582.4,False,243.38,285.45,0.33,,12275.82,3566.0,False,0,2025-07-12T15:50:12.645690,api,real_time
345646,VLG2CM,Spain,1752335405.0,1752335405,-4.1758,42.6466,11277.6,False,243.6,184.6,0.0,,11772.9,2065.0,False,0,2025-07-12T15:50:12.645690,api,real_time
acdde3,SWA3476,United States,1752335404.0,1752335405,-106.2813,35.3297,11277.6,False,245.15,57.08,0.0,,11871.96,,False,0,2025-07-12T15:50:12.645690,api,real_time
345642,VLG64RZ,Spain,1752335405.0,1752335405,2.6434,40.4367,5478.78,False,183.87,279.01,-2.28,,5768.34,6374.0,False,0,2025-07-12T15:50:12.645690,api,real_time
345643,VLG1AL,Spain,1752335405.0,1752335405,6.0302,46.0646,10675.62,False,229.2,184.76,0.0,,11102.34,1000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
345644,VLG8FK,Spain,1752335405.0,1752335405,2.4992,39.7161,5791.2,False,157.39,205.56,0.33,,6080.76,6362.0,False,0,2025-07-12T15:50:12.645690,api,real_time
adb782,AAL1902,United States,1752335405.0,1752335405,-96.4359,33.3233,3276.6,False,149.19,245.56,-5.53,,3459.48,,False,0,2025-07-12T15:50:12.645690,api,real_time
a9d9f7,AAL21,United States,1752335405.0,1752335405,-71.0038,45.5956,10363.2,False,260.19,238.67,0.0,,10866.12,6441.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ae7458,CNV4740,United States,1752335405.0,1752335405,-85.1635,40.4364,11902.44,False,240.25,59.65,0.0,,12557.76,3633.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e200f6,LVS160,Argentina,1752335344.0,1752335353,-58.8034,-34.3259,175.26,False,42.37,29.05,0.33,,304.8,2000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e200f7,LVS159,Argentina,1752335294.0,1752335294,-58.251,-34.1703,-7.62,False,35.19,164.74,-3.58,,114.3,1200.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a9d9f2,ASA329,United States,1752335405.0,1752335405,-93.181,42.54,9753.6,False,218.13,293.78,0.0,,10187.94,5625.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a830d6,N627GB,United States,1752335212.0,1752335212,-82.5436,35.44,,True,6.43,11.25,,,,4674.0,False,0,2025-07-12T15:50:12.645690,api,real_time
adeaac,WUP996,United States,1752335326.0,1752335331,-118.0511,37.879,11003.28,False,270.62,60.75,2.28,,11658.6,6112.0,True,0,2025-07-12T15:50:12.645690,api,real_time
abaadd,SWA3080,United States,1752335405.0,1752335405,-94.8997,30.1792,4975.86,False,180.58,232.64,-10.08,,5280.66,3144.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1281d,AMF1956,United States,1752335405.0,1752335405,-118.6427,34.7905,3672.84,False,108.68,331.13,0.0,,3886.2,6745.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ad5480,AAL2904,United States,1752335346.0,1752335346,-115.2857,38.3413,10668.0,False,265.45,97.13,0.0,,11292.84,,False,0,2025-07-12T15:50:12.645690,api,real_time
e200e0,LVS154,Argentina,1752335405.0,1752335405,-58.8022,-34.648,335.28,False,46.66,284.04,-0.65,,472.44,1200.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac2173,SWA2842,United States,1752335405.0,1752335405,-89.3747,41.381,4975.86,False,218.12,90.14,-11.38,,5204.46,6017.0,False,0,2025-07-12T15:50:12.645690,api,real_time
7c617d,RSCU207,Australia,1752335405.0,1752335405,151.0038,-34.0822,937.26,False,71.6,50.25,0.0,,1043.94,646.0,False,0,2025-07-12T15:50:12.645690,api,real_time
781c20,CCA1264,China,1752335405.0,1752335405,115.8518,40.4307,3840.48,False,192.93,90.76,-5.53,,4023.36,,False,0,2025-07-12T15:50:12.645690,api,real_time
ad9ae9,LTA976,United States,1752335404.0,1752335405,-87.3621,41.5079,1059.18,False,57.27,342.22,-0.33,,1059.18,5131.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4c3e4,GTI7143,United States,1752335405.0,1752335406,-148.0021,62.8099,11582.4,False,252.26,264.38,0.0,,11650.98,6221.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aae184,N80WM,United States,1752335405.0,1752335405,-79.9442,36.6414,5783.58,False,90.08,278.87,5.85,,6103.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
a0e220,SKW5359,United States,1752335406.0,1752335406,-90.0896,35.1016,9448.8,False,249.42,56.87,0.0,,10020.3,4050.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a976c7,JBU133,United States,1752335299.0,1752335305,-77.1393,26.284,11277.6,False,228.69,117.03,0.0,,11940.54,2620.0,False,0,2025-07-12T15:50:12.645690,api,real_time
40571f,LS7,United Kingdom,1752335405.0,1752335405,-2.0322,52.2366,906.78,False,35.47,109.49,-1.3,,1051.56,,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb323,THY3224,Turkey,1752335374.0,1752335375,30.8157,36.8422,601.98,False,106.82,172.81,5.2,,609.6,,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb324,THY38Y,Turkey,1752335405.0,1752335405,28.8231,41.071,4503.42,False,179.22,123.05,10.73,,4747.26,,False,0,2025-07-12T15:50:12.645690,api,real_time
c032a2,WEN3367,Canada,1752335405.0,1752335405,-114.1279,51.1752,2674.62,False,103.41,232.28,10.4,,2743.2,,False,0,2025-07-12T15:50:12.645690,api,real_time
7c1f5e,GHC,Australia,1752335399.0,1752335405,116.0732,-31.7733,152.4,False,0.0,0.0,0.0,,175.26,,False,0,2025-07-12T15:50:12.645690,api,real_time
a34209,AAL2618,United States,1752335380.0,1752335380,-79.8302,25.0758,5951.22,False,211.76,147.2,10.08,,6301.74,,False,0,2025-07-12T15:50:12.645690,api,real_time
a89f52,PDT5827,United States,1752335404.0,1752335405,-78.4337,38.1942,8839.2,False,238.57,75.51,0.0,,9311.64,3150.0,False,0,2025-07-12T15:50:12.645690,api,real_time
345613,VOE9EQ,Spain,1752335256.0,1752335256,-10.3978,34.2059,11285.22,False,208.76,204.92,0.0,,11955.78,2375.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a88c0e,N65TD,United States,1752335405.0,1752335405,-76.498,40.2721,1402.08,False,75.0,63.08,3.58,,1478.28,,False,0,2025-07-12T15:50:12.645690,api,real_time
471e16,TVL5301,Hungary,1752335405.0,1752335405,20.2793,46.9184,4465.32,False,164.76,305.72,-8.78,,4640.58,2334.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a9d9cf,N7339M,United States,1752335396.0,1752335396,-84.5155,33.7798,,True,7.46,78.75,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
c058e5,,Canada,1752335384.0,1752335384,-79.5554,44.8031,937.26,False,49.26,245.31,-3.58,,937.26,,False,0,2025-07-12T15:50:12.645690,api,real_time
a3ec93,DAL2019,United States,1752335405.0,1752335406,-82.167,31.8303,10363.2,False,238.44,185.94,0.33,,11010.9,2640.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c07b09,ACA1031,Canada,1752335405.0,1752335405,-86.4403,38.8455,10363.2,False,224.09,229.66,0.0,,10942.32,7475.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a8a6d0,AAL1777,United States,1752335405.0,1752335405,-106.7863,35.4576,9144.0,False,227.6,261.03,0.0,,9662.16,,False,0,2025-07-12T15:50:12.645690,api,real_time
45209c,MGH4686,Bulgaria,1752335393.0,1752335400,29.6312,38.2566,9304.02,False,244.47,135.68,-11.7,,9936.48,5040.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a03bff,N17HA,United States,1752335338.0,1752335338,-87.1814,37.835,2438.4,False,150.99,342.55,-7.8,,2964.18,3702.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a23525,EJA241,United States,1752335406.0,1752335406,-78.3441,37.8135,12184.38,False,229.55,217.08,0.33,,12877.8,3570.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a5e3e4,EDV5295,United States,1752335316.0,1752335316,-73.8666,40.7729,,True,4.63,225.0,,,,1765.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e49c5a,TAM4679,Brazil,1752335405.0,1752335405,-39.7609,-7.6482,10980.42,False,242.97,199.93,0.0,,11681.46,,False,0,2025-07-12T15:50:12.645690,api,real_time
781c4e,CES5023,China,1752335405.0,1752335405,120.0317,16.1241,10050.78,False,228.4,151.18,0.0,,10797.54,,False,0,2025-07-12T15:50:12.645690,api,real_time
3d228a,DELIG,Germany,1752335404.0,1752335405,10.0947,47.8632,1028.7,False,51.68,80.26,-0.33,,,4404.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a5e3f8,EJA479,United States,1752335154.0,1752335154,-80.1949,40.472,381.0,False,64.79,316.93,-3.25,,396.24,574.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a09239,RPA4434,United States,1752335405.0,1752335405,-78.5061,34.9992,10363.2,False,228.53,217.59,-0.33,,10988.04,1543.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4b0cc,ERU401,United States,1752335405.0,1752335405,-81.0807,29.1718,190.5,False,39.87,250.4,3.25,,243.84,160.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1286c,DAL141,United States,1752335405.0,1752335405,-71.0586,42.1149,11277.6,False,238.25,215.51,-0.33,,11826.24,2512.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e4a3c6,PSFJS,Brazil,1752335301.0,1752335301,-46.6568,-23.6212,,True,1.03,320.62,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
a736ff,JIA5083,United States,1752335405.0,1752335405,-83.9633,35.9284,8229.6,False,230.74,94.73,0.33,,8717.28,7252.0,True,0,2025-07-12T15:50:12.645690,api,real_time
a64c89,N505AF,United States,1752335405.0,1752335405,-111.8959,33.617,754.38,False,52.4,43.41,-0.98,,754.38,,False,0,2025-07-12T15:50:12.645690,api,real_time
a57364,N450PC,United States,1752335406.0,1752335406,-102.9743,35.8118,7315.2,False,123.79,301.58,0.0,,7719.06,,False,0,2025-07-12T15:50:12.645690,api,real_time
a6800a,KPO518,United States,1752335403.0,1752335403,-79.2379,30.9927,10668.0,False,230.13,21.92,0.0,,11308.08,3355.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c012b5,CFHCE,Canada,1752335405.0,1752335405,-82.203,43.5516,6705.6,False,121.03,284.27,0.33,,7040.88,4173.0,False,0,2025-07-12T15:50:12.645690,api,real_time
abf435,N87CF,United States,1752335405.0,1752335405,-91.4231,35.0703,8229.6,False,145.44,94.06,0.0,,8709.66,,False,0,2025-07-12T15:50:12.645690,api,real_time
abe105,ASI155,United States,1752335405.0,1752335405,-112.3024,33.7665,1341.12,False,50.6,288.99,0.0,,1402.08,1200.0,False,0,2025-07-12T15:50:12.645690,api,real_time
8a0821,BTK6588,Indonesia,1752335405.0,1752335405,111.2426,-6.9758,8199.12,False,217.04,95.44,-13.0,,8778.24,,False,0,2025-07-12T15:50:12.645690,api,real_time
a5d65a,N4752Q,United States,1752335406.0,1752335406,-117.2767,47.9441,1036.32,False,72.11,357.14,1.3,,1051.56,,False,0,2025-07-12T15:50:12.645690,api,real_time
8a0824,MXD347,Indonesia,1752335405.0,1752335405,103.6029,0.8079,11582.4,False,220.25,348.14,0.65,,12329.16,2416.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a3338c,SKW3831,United States,1752335405.0,1752335405,-94.8311,41.6747,7315.2,False,196.95,196.54,-0.33,,7650.48,2631.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac5ab7,SWA2944,United States,1752335405.0,1752335405,-84.9152,36.2516,11582.4,False,240.53,348.4,0.0,,12252.96,2571.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a02e0a,AAL2610,United States,1752335405.0,1752335405,-87.9613,37.0926,10972.8,False,222.87,236.2,0.33,,11567.16,625.0,False,0,2025-07-12T15:50:12.645690,api,real_time
800792,IFC0785,India,1752335404.0,1752335404,10.0603,39.3293,9144.0,False,225.59,284.26,0.0,,9654.54,3314.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a75ce5,N5737K,United States,1752335405.0,1752335405,-95.5316,40.9538,2712.72,False,96.93,82.99,0.0,,2804.16,,False,0,2025-07-12T15:50:12.645690,api,real_time
4079f6,BAW994G,United Kingdom,1752335406.0,1752335406,4.9463,52.3252,11277.6,False,228.89,83.42,0.33,,11666.22,4657.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4079f7,BAW414,United Kingdom,1752335363.0,1752335396,-17.1834,29.1014,8877.3,False,225.35,199.47,-12.68,,9425.94,,False,0,2025-07-12T15:50:12.645690,api,real_time
a8496e,FFT2503,United States,1752335357.0,1752335359,-73.7835,40.6511,,True,0.0,160.31,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac1448,N878CH,United States,1752335405.0,1752335405,-91.0764,35.921,13106.4,False,183.01,211.9,-0.65,,13754.1,3031.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a0d39b,N152WK,United States,1752335405.0,1752335405,-74.2692,40.8909,121.92,False,46.97,208.81,-4.55,,175.26,7007.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4668b,N383BC,United States,1752335404.0,1752335405,-87.667,41.8574,312.42,False,42.23,112.19,2.28,,289.56,1200.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4079e9,LYD01C,United Kingdom,1752335405.0,1752335406,0.1508,51.484,891.54,False,93.65,205.72,0.65,,982.98,752.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a118b0,N17VA,United States,1752335405.0,1752335405,-96.3033,42.4601,7315.2,False,130.67,261.17,0.0,,7627.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
4066b9,EXS43KD,United Kingdom,1752335405.0,1752335405,0.7883,44.1499,10972.8,False,231.23,340.23,0.33,,11414.76,5313.0,False,0,2025-07-12T15:50:12.645690,api,real_time
3451d3,VLG2513,Spain,1752335405.0,1752335405,-4.709,39.7092,10363.2,False,224.38,15.15,0.33,,10866.12,5050.0,False,0,2025-07-12T15:50:12.645690,api,real_time
3451d5,VLG1PZ,Spain,1752335404.0,1752335405,2.0003,41.1021,685.8,False,106.07,18.96,-2.6,,746.76,6304.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac1452,N878CT,United States,1752335406.0,1752335406,-101.0542,34.4493,7269.48,False,125.65,297.82,0.98,,7665.72,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac011d,SWA459,United States,1752335403.0,1752335403,-104.5979,35.9491,11277.6,False,250.12,56.41,-0.33,,11864.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
a96988,N7050Q,United States,1752335405.0,1752335405,-95.7021,41.2659,777.24,False,56.94,161.57,2.28,,792.48,,False,0,2025-07-12T15:50:12.645690,api,real_time
a70333,ASA1124,United States,1752335402.0,1752335403,-121.1443,40.7401,11582.4,False,226.29,341.44,0.0,,12207.24,6747.0,False,0,2025-07-12T15:50:12.645690,api,real_time
adddd5,AAL1480,United States,1752335405.0,1752335405,-87.3473,38.1745,8839.2,False,243.7,123.72,0.33,,9334.5,7715.0,False,0,2025-07-12T15:50:12.645690,api,real_time
8962d0,ABY188,United Arab Emirates,1752335230.0,1752335234,53.5301,23.711,10668.0,False,236.92,60.04,0.0,,11422.38,,False,0,2025-07-12T15:50:12.645690,api,real_time
478454,LNJMP,Norway,1752335405.0,1752335406,10.4426,59.3255,3040.38,False,57.68,182.56,4.88,,3230.88,,False,0,2025-07-12T15:50:12.645690,api,real_time
c025fc,JZA44,Canada,1752335405.0,1752335405,-72.5223,45.3036,7162.8,False,207.5,85.31,8.78,,7505.7,,False,0,2025-07-12T15:50:12.645690,api,real_time
8a0809,LNI984,Indonesia,1752335405.0,1752335405,111.6485,-6.2718,9448.8,False,224.96,87.9,0.33,,10096.5,,False,0,2025-07-12T15:50:12.645690,api,real_time
02010d,MAC827,Morocco,1752335405.0,1752335405,-4.2739,40.1791,11574.78,False,220.6,14.04,0.0,,12100.56,6452.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4079d9,GJJMM,United Kingdom,1752335363.0,1752335397,-1.2276,53.7857,1120.14,False,26.34,102.41,-4.23,,83.82,7000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a6e344,N543CA,United States,1752335403.0,1752335405,-76.2988,39.5792,1478.28,False,86.43,359.66,-0.65,,1546.86,3217.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a7167f,JBU2922,United States,1752335405.0,1752335405,-80.9363,31.9001,10668.0,False,233.96,38.48,-0.33,,11338.56,2365.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4079d1,CFE2906,United Kingdom,1752335405.0,1752335405,-3.4659,55.5624,2377.44,False,149.23,336.0,-7.15,,2560.32,5311.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa1ac3,N750HL,United States,1752335404.0,1752335405,-64.1117,48.3053,13106.4,False,266.8,221.4,0.33,,13479.78,6032.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac1466,DAL1688,United States,1752335404.0,1752335404,-84.4339,33.6446,,True,12.35,90.0,,,,2523.0,False,0,2025-07-12T15:50:12.645690,api,real_time
020118,MAC315,Morocco,1752335405.0,1752335405,0.3856,38.046,11582.4,False,263.45,57.52,0.33,,12146.28,5565.0,False,0,2025-07-12T15:50:12.645690,api,real_time
008487,LNK178Q,South Africa,1752335404.0,1752335404,27.3273,-25.4325,7315.2,False,181.29,306.58,0.0,,7719.06,7347.0,False,0,2025-07-12T15:50:12.645690,api,real_time
020110,RAM724A,Morocco,1752335406.0,1752335406,-4.6243,37.74,11582.4,False,242.68,24.28,0.33,,12199.62,6440.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac6dfc,N90MX,United States,1752335400.0,1752335400,-114.9534,35.8309,1539.24,False,31.82,202.83,1.3,,1577.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
a2003e,N228RP,United States,1752335405.0,1752335405,-96.7441,32.9979,883.92,False,86.1,49.36,0.0,,929.64,,False,0,2025-07-12T15:50:12.645690,api,real_time
a1906b,N20HT,United States,1752335405.0,1752335405,-106.9545,31.965,2080.26,False,58.66,111.61,0.65,,2164.08,,False,0,2025-07-12T15:50:12.645690,api,real_time
a81000,UAL2089,United States,1752335405.0,1752335406,-85.3622,39.6329,8534.4,False,250.01,344.36,-1.63,,8999.22,2153.0,False,0,2025-07-12T15:50:12.645690,api,real_time
506cdb,S5CNN,Slovenia,1752335405.0,1752335406,10.1021,50.2803,7322.82,False,139.42,296.28,0.0,,7551.42,1000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac0143,SWA2168,United States,1752335405.0,1752335406,-99.9511,34.1849,8671.56,False,230.05,107.71,-10.4,,9197.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
a1e02a,N22RL,United States,1752335406.0,1752335406,-76.3286,39.7816,1188.72,False,65.28,263.21,0.33,,1249.68,2774.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a81006,UAL1487,United States,1752335225.0,1752335225,-94.2332,28.6738,8359.14,False,244.26,137.13,7.15,,8846.82,,False,0,2025-07-12T15:50:12.645690,api,real_time
a5d68a,UAL2452,United States,1752335093.0,1752335093,-77.3794,26.3933,9448.8,False,247.52,122.01,0.0,,10027.92,7337.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a5738b,EJM450,United States,1752335405.0,1752335406,-83.8556,40.5836,12192.0,False,248.57,294.97,0.33,,12816.84,1367.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c06e87,ACA408,Canada,1752335405.0,1752335405,-76.1366,44.6589,9090.66,False,238.07,67.65,-5.53,,9578.34,5226.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa8439,N777NE,United States,1752335406.0,1752335406,-91.0783,36.1349,13716.0,False,218.63,262.16,-0.33,,14348.46,3763.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c06e85,WEN3173,Canada,1752335405.0,1752335405,-114.0137,51.1349,,True,0.0,185.62,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
020104,RAM714T,Morocco,1752335405.0,1752335405,5.6753,43.2579,6103.62,False,233.49,65.81,-11.05,,6400.8,5570.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a70356,N551CB,United States,1752335404.0,1752335405,-83.6658,36.0273,1478.28,False,116.39,240.04,0.0,,1562.1,211.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1e042,N22SK,United States,1752335405.0,1752335405,-120.9466,36.9764,5173.98,False,104.02,149.38,0.0,,5478.78,3252.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4798f,FFT320,United States,1752335405.0,1752335405,-81.2238,30.066,11582.4,False,232.51,136.34,0.0,,12275.82,6040.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa974f,SWA2643,United States,1752335405.0,1752335405,-103.1806,37.88,11894.82,False,249.75,114.72,0.0,,12435.84,2747.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a238bb,N242PJ,United States,1752335405.0,1752335405,-86.8389,41.7644,5798.82,False,154.86,89.24,9.75,,6050.28,1335.0,False,0,2025-07-12T15:50:12.645690,api,real_time
abe147,SWA1970,United States,1752335405.0,1752335405,-99.4352,38.5408,11277.6,False,248.88,74.41,0.0,,11818.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
738288,ISR567,Israel,1752335405.0,1752335405,27.0382,36.1298,11582.4,False,230.52,308.02,0.0,,12382.5,4150.0,False,0,2025-07-12T15:50:12.645690,api,real_time
acaae3,SKW5215,United States,1752335216.0,1752335216,-96.396,40.9091,1691.64,False,131.12,227.86,-6.5,,1760.22,5720.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a9da93,N734GX,United States,1752335405.0,1752335405,-119.3291,46.3054,304.8,False,43.27,208.39,-0.98,,358.14,,False,0,2025-07-12T15:50:12.645690,api,real_time
a5d623,UAL2723,United States,1752335405.0,1752335405,-96.1045,31.4756,8488.68,False,225.64,341.52,4.23,,8983.98,,True,0,2025-07-12T15:50:12.645690,api,real_time
a01b31,KAP6,United States,1752335405.0,1752335405,-69.8795,43.4905,2072.64,False,84.93,48.68,0.33,,2179.32,5343.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb28f,THY093,Turkey,1752335405.0,1752335405,31.6206,30.1546,10363.2,False,239.37,351.35,0.0,,11148.06,5203.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac148f,FDX6030,United States,1752335405.0,1752335405,-86.9749,40.2462,4572.0,False,199.45,136.88,-6.83,,4800.6,5744.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a57331,00000000,United States,1752335406.0,1752335406,-1.1605,51.6415,5875.02,False,191.95,274.46,12.35,,6126.48,3466.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb28d,THY7ZV,Turkey,1752335405.0,1752335405,28.1008,41.3482,3040.38,False,148.18,180.99,-0.33,,3230.88,3065.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4b64b,RPA4569,United States,1752335405.0,1752335405,-78.4379,35.7182,8534.4,False,225.02,27.21,0.33,,9052.56,1074.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb28a,THY8SF,Turkey,1752335343.0,1752335377,28.7092,41.1732,624.84,False,78.72,359.25,-4.88,,708.66,417.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c038c8,ACA847,Canada,1752335397.0,1752335397,8.5844,50.0445,,True,16.98,247.5,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
ad479d,DAL2755,United States,1752335405.0,1752335405,-78.2838,35.6433,8702.04,False,247.73,67.54,-5.2,,9227.82,7242.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac015f,SWA4991,United States,1752335405.0,1752335405,-98.4011,35.6471,11277.6,False,245.19,148.64,0.0,,11902.44,1411.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a96907,VXP492,United States,1752335405.0,1752335406,-73.22,40.1189,3695.7,False,173.22,38.37,-7.48,,3916.68,6250.0,False,0,2025-07-12T15:50:12.645690,api,real_time
44cdcf,BEL2KJ,Belgium,1752335405.0,1752335405,-7.6662,38.1906,10660.38,False,236.83,193.31,0.0,,11247.12,7133.0,False,0,2025-07-12T15:50:12.645690,api,real_time
44cdce,BEL5GW,Belgium,1752335405.0,1752335405,0.8056,46.1714,9448.8,False,232.26,208.44,0.33,,9852.66,7147.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a58672,UAL626,United States,1752335405.0,1752335405,-117.9256,33.983,2026.92,False,139.64,264.08,-7.48,,2125.98,572.0,False,0,2025-07-12T15:50:12.645690,api,real_time
44cdcb,BEL38S,Belgium,1752335405.0,1752335405,9.0741,45.5158,10675.62,False,246.5,160.62,-0.33,,11071.86,101.0,False,0,2025-07-12T15:50:12.645690,api,real_time
73957c,HEZ572,Israel,1752335405.0,1752335405,26.5326,36.7454,10058.4,False,238.57,124.1,0.0,,10728.96,7411.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c025c9,CFOIA,Canada,1752335402.0,1752335405,-112.4129,49.7635,1447.8,False,91.27,93.88,-0.33,,1463.04,,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb274,THY1HW,Turkey,1752335405.0,1752335405,18.03,44.9146,10058.4,False,249.19,117.41,0.33,,10416.54,656.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa8404,N777LB,United States,1752335405.0,1752335405,-85.1177,44.4168,10172.7,False,256.64,352.86,-12.35,,10683.24,6726.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4bb272,THY6BN,Turkey,1752335404.0,1752335404,28.7995,41.7458,5471.16,False,170.51,138.18,-6.18,,5798.82,7605.0,False,0,2025-07-12T15:50:12.645690,api,real_time
adcae3,N988WU,United States,1752335404.0,1752335404,-85.6065,38.5722,487.68,False,57.8,20.85,0.33,,487.68,,False,0,2025-07-12T15:50:12.645690,api,real_time
