flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
YM8777,YM,HTY,GMB,2025-07-12 07:45:00,2025-07-12 11:30:00,B737,On Time,C28,2025-07-12,schedule,scheduled,225.0
UK4032,UK,DFW,HGH,2025-07-12 20:15:00,2025-07-13 02:00:00,B737,Scheduled,C33,2025-07-12,schedule,scheduled,345.0
G41808,G4,CNX,TZX,2025-07-12 17:15:00,2025-07-12 21:00:00,B787,On Time,A19,2025-07-12,schedule,scheduled,225.0
MS4280,MS,ADB,HIJ,2025-07-12 07:30:00,2025-07-12 13:45:00,A320,Delayed,C29,2025-07-12,schedule,scheduled,375.0
VN8969,VN,DTW,SDU,2025-07-12 20:45:00,2025-07-13 01:00:00,B737,Delayed,C1,2025-07-12,schedule,scheduled,255.0
D87614,D8,ADB,ELS,2025-07-12 11:45:00,2025-07-12 18:00:00,A320,On Time,C8,2025-07-12,schedule,scheduled,375.0
MS2120,MS,SAW,CNS,2025-07-12 13:30:00,2025-07-12 19:30:00,A350,Scheduled,B42,2025-07-12,schedule,scheduled,360.0
SB574,SB,CCU,MTY,2025-07-12 07:00:00,2025-07-12 11:00:00,B777,Cancelled,D35,2025-07-12,schedule,scheduled,240.0
CM3893,CM,TSN,ADZ,2025-07-12 17:30:00,2025-07-13 00:00:00,B777,Delayed,B6,2025-07-12,schedule,scheduled,390.0
PD2118,PD,ELG,SZX,2025-07-12 07:15:00,2025-07-12 10:00:00,A320,Cancelled,B10,2025-07-12,schedule,scheduled,165.0
BA4936,BA,HMO,PUS,2025-07-12 15:15:00,2025-07-12 19:30:00,B737,Cancelled,A46,2025-07-12,schedule,scheduled,255.0
TG4436,TG,AXM,TIJ,2025-07-12 18:00:00,2025-07-13 00:00:00,B737,On Time,C14,2025-07-12,schedule,scheduled,360.0
OS7916,OS,FEZ,ZCO,2025-07-12 21:45:00,2025-07-13 00:45:00,B737,Cancelled,A19,2025-07-12,schedule,scheduled,180.0
AC5519,AC,YNY,RMF,2025-07-12 19:45:00,2025-07-13 01:00:00,A320,Cancelled,A18,2025-07-12,schedule,scheduled,315.0
IB2003,IB,PHX,DLM,2025-07-12 09:30:00,2025-07-12 14:00:00,B777,On Time,D29,2025-07-12,schedule,scheduled,270.0
PD8838,PD,TCQ,BJV,2025-07-12 11:15:00,2025-07-12 12:15:00,A350,On Time,B6,2025-07-12,schedule,scheduled,60.0
KQ5440,KQ,KIX,MUC,2025-07-12 22:45:00,2025-07-13 03:30:00,B787,Scheduled,C31,2025-07-12,schedule,scheduled,285.0
G37575,G3,TIJ,BJV,2025-07-12 20:00:00,2025-07-13 02:00:00,B777,Delayed,A48,2025-07-12,schedule,scheduled,360.0
SN2037,SN,CZM,GDL,2025-07-12 19:00:00,2025-07-13 00:15:00,B777,Cancelled,B19,2025-07-12,schedule,scheduled,315.0
IC7351,IC,AKR,HMO,2025-07-12 23:30:00,2025-07-13 03:30:00,A350,Cancelled,B42,2025-07-12,schedule,scheduled,240.0
VJ4590,VJ,HKT,MQX,2025-07-12 21:15:00,2025-07-13 01:15:00,A320,Scheduled,C7,2025-07-12,schedule,scheduled,240.0
UK300,UK,HYD,JED,2025-07-12 16:30:00,2025-07-12 19:15:00,B737,Cancelled,A19,2025-07-12,schedule,scheduled,165.0
UU4978,UU,MUC,FOR,2025-07-12 20:45:00,2025-07-12 23:45:00,B787,On Time,A40,2025-07-12,schedule,scheduled,180.0
AI2408,AI,MEL,GRU,2025-07-12 15:00:00,2025-07-12 19:15:00,B787,Delayed,A31,2025-07-12,schedule,scheduled,255.0
WN9013,WN,SEA,TCP,2025-07-12 14:45:00,2025-07-12 21:15:00,A350,Cancelled,C19,2025-07-12,schedule,scheduled,390.0
TS2882,TS,JRS,GDL,2025-07-12 10:30:00,2025-07-12 12:45:00,B737,Scheduled,D32,2025-07-12,schedule,scheduled,135.0
MS2745,MS,MAD,DIR,2025-07-12 20:45:00,2025-07-13 02:45:00,B737,On Time,C26,2025-07-12,schedule,scheduled,360.0
SN9526,SN,YYZ,VIE,2025-07-12 18:45:00,2025-07-13 00:00:00,B737,Scheduled,B16,2025-07-12,schedule,scheduled,315.0
SV3645,SV,YVR,MTZ,2025-07-12 20:15:00,2025-07-12 23:30:00,B777,Cancelled,A41,2025-07-12,schedule,scheduled,195.0
DL987,DL,AXM,CTU,2025-07-12 20:45:00,2025-07-12 22:30:00,A320,Scheduled,C27,2025-07-12,schedule,scheduled,105.0
RO419,RO,CJU,COK,2025-07-12 12:00:00,2025-07-12 16:15:00,A350,Scheduled,D38,2025-07-12,schedule,scheduled,255.0
TD774,TD,CPT,BOM,2025-07-12 16:15:00,2025-07-12 19:45:00,B737,Scheduled,B22,2025-07-12,schedule,scheduled,210.0
LH1411,LH,FRA,EUN,2025-07-12 18:00:00,2025-07-12 22:30:00,B777,Delayed,C16,2025-07-12,schedule,scheduled,270.0
VN7030,VN,BFN,PMC,2025-07-12 17:30:00,2025-07-12 21:30:00,A320,Delayed,C3,2025-07-12,schedule,scheduled,240.0
TG2734,TG,DWC,TNG,2025-07-12 09:30:00,2025-07-12 13:30:00,B737,On Time,D35,2025-07-12,schedule,scheduled,240.0
MP1450,MP,GRU,FTE,2025-07-12 22:15:00,2025-07-13 03:00:00,A320,On Time,B17,2025-07-12,schedule,scheduled,285.0
B62158,B6,SSH,RAK,2025-07-12 15:15:00,2025-07-12 20:00:00,B777,Scheduled,C26,2025-07-12,schedule,scheduled,285.0
VJ3493,VJ,CRK,PUS,2025-07-12 13:30:00,2025-07-12 19:00:00,A350,Cancelled,B19,2025-07-12,schedule,scheduled,330.0
VJ7417,VJ,CGK,ROV,2025-07-12 18:30:00,2025-07-12 22:30:00,A320,On Time,D37,2025-07-12,schedule,scheduled,240.0
LP3334,LP,TSN,RMF,2025-07-12 13:45:00,2025-07-12 19:00:00,B777,On Time,D18,2025-07-12,schedule,scheduled,315.0
XG703,XG,MFM,OSM,2025-07-12 20:00:00,2025-07-13 00:00:00,B737,Delayed,D38,2025-07-12,schedule,scheduled,240.0
LH2175,LH,MDZ,CGY,2025-07-12 06:45:00,2025-07-12 11:45:00,B777,Cancelled,C49,2025-07-12,schedule,scheduled,300.0
AS4640,AS,PRG,EZE,2025-07-12 10:30:00,2025-07-12 13:15:00,A350,Scheduled,B7,2025-07-12,schedule,scheduled,165.0
F87922,F8,SFO,LST,2025-07-12 19:15:00,2025-07-12 20:30:00,B777,Scheduled,A44,2025-07-12,schedule,scheduled,75.0
SY3026,SY,LTX,AEP,2025-07-12 22:00:00,2025-07-13 00:15:00,B787,Cancelled,D14,2025-07-12,schedule,scheduled,135.0
AD1434,AD,TCP,BFN,2025-07-12 22:30:00,2025-07-13 03:30:00,A320,Delayed,D32,2025-07-12,schedule,scheduled,300.0
IR4085,IR,JUL,VIE,2025-07-12 17:45:00,2025-07-12 20:45:00,B777,Scheduled,C15,2025-07-12,schedule,scheduled,180.0
FZ5317,FZ,HYD,DME,2025-07-12 15:00:00,2025-07-12 18:30:00,B777,Cancelled,C48,2025-07-12,schedule,scheduled,210.0
D81304,D8,GAE,MIA,2025-07-12 10:15:00,2025-07-12 14:00:00,A350,On Time,B6,2025-07-12,schedule,scheduled,225.0
OK4702,OK,CGH,MEL,2025-07-12 08:30:00,2025-07-12 11:00:00,B787,Scheduled,B35,2025-07-12,schedule,scheduled,150.0
SW3187,SW,YUL,CUC,2025-07-12 19:00:00,2025-07-12 21:30:00,B737,Scheduled,D37,2025-07-12,schedule,scheduled,150.0
PX2833,PX,TAK,AGA,2025-07-12 15:15:00,2025-07-12 17:30:00,A350,Cancelled,C47,2025-07-12,schedule,scheduled,135.0
WG7100,WG,FEZ,SSA,2025-07-12 19:00:00,2025-07-12 21:30:00,A350,Scheduled,A36,2025-07-12,schedule,scheduled,150.0
VA1478,VA,TPE,IPC,2025-07-12 08:00:00,2025-07-12 12:15:00,B787,Cancelled,B3,2025-07-12,schedule,scheduled,255.0
FR1310,FR,VDA,FRA,2025-07-12 22:45:00,2025-07-13 00:30:00,A350,Cancelled,D2,2025-07-12,schedule,scheduled,105.0
MH8457,MH,HUN,BOG,2025-07-12 11:30:00,2025-07-12 16:45:00,A320,Cancelled,B6,2025-07-12,schedule,scheduled,315.0
FR8156,FR,TSN,HND,2025-07-12 06:30:00,2025-07-12 10:15:00,B737,Delayed,D48,2025-07-12,schedule,scheduled,225.0
U28699,U2,RMF,KMG,2025-07-12 12:30:00,2025-07-12 15:45:00,B777,Delayed,A42,2025-07-12,schedule,scheduled,195.0
ZX2333,ZX,PLZ,RSU,2025-07-12 10:45:00,2025-07-12 14:15:00,A350,Scheduled,A27,2025-07-12,schedule,scheduled,210.0
IR983,IR,MFM,LXR,2025-07-12 19:00:00,2025-07-12 21:45:00,A350,Delayed,C13,2025-07-12,schedule,scheduled,165.0
SQ7335,SQ,AKL,YWG,2025-07-12 13:15:00,2025-07-12 17:45:00,A350,Cancelled,B11,2025-07-12,schedule,scheduled,270.0
KE5999,KE,IST,MNL,2025-07-12 12:15:00,2025-07-12 19:00:00,B737,On Time,C14,2025-07-12,schedule,scheduled,405.0
KL257,KL,EJA,IGR,2025-07-12 19:00:00,2025-07-13 00:00:00,B787,Cancelled,A15,2025-07-12,schedule,scheduled,300.0
AY3622,AY,KZN,YHZ,2025-07-12 20:15:00,2025-07-13 00:30:00,B777,Delayed,C45,2025-07-12,schedule,scheduled,255.0
MS6280,MS,IKT,BUD,2025-07-12 16:15:00,2025-07-12 19:00:00,A350,Delayed,A37,2025-07-12,schedule,scheduled,165.0
SA807,SA,DEN,CBQ,2025-07-12 14:30:00,2025-07-12 18:45:00,B777,Delayed,D31,2025-07-12,schedule,scheduled,255.0
JJ9520,JJ,TCP,ELG,2025-07-12 16:15:00,2025-07-12 19:00:00,B777,Scheduled,D1,2025-07-12,schedule,scheduled,165.0
MS3139,MS,KUL,YWG,2025-07-12 21:30:00,2025-07-13 03:15:00,A320,Delayed,A22,2025-07-12,schedule,scheduled,345.0
NK675,NK,YQB,HRG,2025-07-12 11:00:00,2025-07-12 14:15:00,B737,Cancelled,B25,2025-07-12,schedule,scheduled,195.0
UU3613,UU,MDE,TSN,2025-07-12 17:30:00,2025-07-12 21:00:00,A320,On Time,C43,2025-07-12,schedule,scheduled,210.0
BL148,BL,AYP,SLA,2025-07-12 17:45:00,2025-07-12 22:00:00,A320,Delayed,D21,2025-07-12,schedule,scheduled,255.0
F92887,F9,CMN,BGA,2025-07-12 11:15:00,2025-07-12 12:15:00,B737,Scheduled,D23,2025-07-12,schedule,scheduled,60.0
DJ4923,DJ,MTZ,ELS,2025-07-13 00:15:00,2025-07-13 01:45:00,A350,On Time,D4,2025-07-12,schedule,scheduled,90.0
FJ2591,FJ,TOE,YYZ,2025-07-12 15:30:00,2025-07-12 18:00:00,B737,Delayed,B7,2025-07-12,schedule,scheduled,150.0
VJ6260,VJ,PYO,TNG,2025-07-12 16:30:00,2025-07-12 22:30:00,B787,Cancelled,C12,2025-07-12,schedule,scheduled,360.0
FD6213,FD,EMY,TUU,2025-07-12 13:45:00,2025-07-12 16:00:00,B787,On Time,C48,2025-07-12,schedule,scheduled,135.0
WG9619,WG,JIJ,MIR,2025-07-12 21:00:00,2025-07-12 23:15:00,A350,Delayed,A48,2025-07-12,schedule,scheduled,135.0
TS1913,TS,CEB,CTU,2025-07-12 09:45:00,2025-07-12 10:45:00,B777,Delayed,D48,2025-07-12,schedule,scheduled,60.0
UK8548,UK,BEV,OUD,2025-07-12 17:15:00,2025-07-12 23:45:00,A350,On Time,D46,2025-07-12,schedule,scheduled,390.0
AI865,AI,GRU,ICN,2025-07-12 12:15:00,2025-07-12 18:30:00,B737,Delayed,B50,2025-07-12,schedule,scheduled,375.0
VA6285,VA,LXR,GIG,2025-07-12 21:15:00,2025-07-13 02:00:00,A320,On Time,D11,2025-07-12,schedule,scheduled,285.0
LP2742,LP,EWR,XNH,2025-07-13 00:15:00,2025-07-13 01:15:00,B787,Delayed,D27,2025-07-12,schedule,scheduled,60.0
6E1579,6E,SCY,TUN,2025-07-12 12:45:00,2025-07-12 17:45:00,B737,On Time,D18,2025-07-12,schedule,scheduled,300.0
AI7631,AI,DOH,PIU,2025-07-12 09:00:00,2025-07-12 10:45:00,B787,Cancelled,D2,2025-07-12,schedule,scheduled,105.0
NZ3162,NZ,MAD,LIS,2025-07-12 16:30:00,2025-07-12 17:30:00,B787,On Time,A7,2025-07-12,schedule,scheduled,60.0
JU1692,JU,OSM,KZN,2025-07-12 20:15:00,2025-07-12 23:45:00,B737,Scheduled,A1,2025-07-12,schedule,scheduled,210.0
AY1266,AY,BJV,RMF,2025-07-13 00:00:00,2025-07-13 05:00:00,A320,Scheduled,B37,2025-07-12,schedule,scheduled,300.0
MS8332,MS,AKR,TOE,2025-07-12 21:45:00,2025-07-13 04:00:00,A350,Scheduled,B12,2025-07-12,schedule,scheduled,375.0
FZ6244,FZ,YHM,KWJ,2025-07-12 15:00:00,2025-07-12 17:00:00,A320,Scheduled,C46,2025-07-12,schedule,scheduled,120.0
U27623,U2,UIO,PEK,2025-07-12 15:45:00,2025-07-12 22:00:00,B777,Delayed,A18,2025-07-12,schedule,scheduled,375.0
PD1212,PD,PYO,CTG,2025-07-12 13:30:00,2025-07-12 17:30:00,B787,On Time,B7,2025-07-12,schedule,scheduled,240.0
SN2809,SN,EWR,FTE,2025-07-12 18:15:00,2025-07-12 22:15:00,A350,On Time,C23,2025-07-12,schedule,scheduled,240.0
YM2704,YM,SSH,TIJ,2025-07-12 23:30:00,2025-07-13 02:45:00,A320,Scheduled,D34,2025-07-12,schedule,scheduled,195.0
UK6931,UK,TAB,ADZ,2025-07-12 13:30:00,2025-07-12 14:45:00,A320,Cancelled,C6,2025-07-12,schedule,scheduled,75.0
I57818,I5,CDG,MFM,2025-07-12 13:30:00,2025-07-12 19:30:00,B777,Delayed,B14,2025-07-12,schedule,scheduled,360.0
OZ2939,OZ,AHB,PPS,2025-07-12 23:30:00,2025-07-13 01:00:00,A320,On Time,B19,2025-07-12,schedule,scheduled,90.0
TD6011,TD,TUU,COR,2025-07-12 10:30:00,2025-07-12 13:00:00,A320,Scheduled,C9,2025-07-12,schedule,scheduled,150.0
AD5944,AD,LSC,FEZ,2025-07-12 16:15:00,2025-07-12 19:15:00,B777,Delayed,B25,2025-07-12,schedule,scheduled,180.0
KL716,KL,OSL,KIM,2025-07-13 00:15:00,2025-07-13 04:00:00,A350,Delayed,B25,2025-07-12,schedule,scheduled,225.0
OK7656,OK,CNS,BOS,2025-07-12 11:00:00,2025-07-12 13:15:00,B777,Delayed,D41,2025-07-12,schedule,scheduled,135.0
IX2587,IX,ILR,ZUR,2025-07-12 15:30:00,2025-07-12 19:00:00,B787,Delayed,A21,2025-07-12,schedule,scheduled,210.0
SB8021,SB,YYZ,HFA,2025-07-12 20:15:00,2025-07-13 01:00:00,B777,Cancelled,C19,2025-07-12,schedule,scheduled,285.0
OK8218,OK,RMQ,NPL,2025-07-12 16:15:00,2025-07-12 21:00:00,B737,Cancelled,C16,2025-07-12,schedule,scheduled,285.0
AY4367,AY,PYO,VDA,2025-07-12 16:15:00,2025-07-12 20:45:00,A350,Scheduled,A10,2025-07-12,schedule,scheduled,270.0
SQ3851,SQ,CHC,BKK,2025-07-12 21:45:00,2025-07-13 04:30:00,B777,Scheduled,A29,2025-07-12,schedule,scheduled,405.0
F98757,F9,ARN,MEX,2025-07-13 00:45:00,2025-07-13 01:45:00,A320,Cancelled,A24,2025-07-12,schedule,scheduled,60.0
MH5403,MH,MDE,JUJ,2025-07-12 20:45:00,2025-07-13 03:15:00,A320,Delayed,C5,2025-07-12,schedule,scheduled,390.0
TD4813,TD,ABV,PRG,2025-07-12 23:15:00,2025-07-13 03:45:00,A320,Cancelled,B27,2025-07-12,schedule,scheduled,270.0
AV8515,AV,LXR,CEB,2025-07-12 17:30:00,2025-07-13 00:00:00,A350,Delayed,A28,2025-07-12,schedule,scheduled,390.0
WF2982,WF,DMM,LTX,2025-07-12 08:15:00,2025-07-12 11:15:00,A320,Scheduled,A45,2025-07-12,schedule,scheduled,180.0
LP9698,LP,BNE,TLV,2025-07-13 00:00:00,2025-07-13 03:45:00,A320,Cancelled,B44,2025-07-12,schedule,scheduled,225.0
AV350,AV,BJV,DME,2025-07-12 11:15:00,2025-07-12 15:15:00,B777,On Time,C39,2025-07-12,schedule,scheduled,240.0
LA2081,LA,OTP,EIL,2025-07-12 11:15:00,2025-07-12 17:00:00,B737,On Time,A20,2025-07-12,schedule,scheduled,345.0
TK7612,TK,SAW,MQP,2025-07-12 07:00:00,2025-07-12 13:30:00,A350,Scheduled,C19,2025-07-12,schedule,scheduled,390.0
VY5582,VY,ESB,TAG,2025-07-12 11:30:00,2025-07-12 16:15:00,B737,Delayed,B12,2025-07-12,schedule,scheduled,285.0
QR4114,QR,TLV,LSC,2025-07-12 07:30:00,2025-07-12 11:00:00,B777,Scheduled,C45,2025-07-12,schedule,scheduled,210.0
TP225,TP,DOH,KMI,2025-07-12 23:00:00,2025-07-13 05:45:00,B737,Scheduled,D40,2025-07-12,schedule,scheduled,405.0
CM9391,CM,JED,TRU,2025-07-12 15:15:00,2025-07-12 16:45:00,B777,Delayed,B24,2025-07-12,schedule,scheduled,90.0
OS8147,OS,DEN,ETM,2025-07-12 07:45:00,2025-07-12 11:00:00,B777,Cancelled,C15,2025-07-12,schedule,scheduled,195.0
P55256,P5,YEG,RUH,2025-07-12 20:15:00,2025-07-13 01:15:00,A320,Delayed,D49,2025-07-12,schedule,scheduled,300.0
YM5857,YM,FCO,VIE,2025-07-12 09:00:00,2025-07-12 10:00:00,A350,Cancelled,C43,2025-07-12,schedule,scheduled,60.0
IB3335,IB,MUH,BGW,2025-07-12 19:45:00,2025-07-12 22:45:00,A350,Delayed,C28,2025-07-12,schedule,scheduled,180.0
WG2903,WG,NKG,ESB,2025-07-12 13:15:00,2025-07-12 19:15:00,B737,Scheduled,C42,2025-07-12,schedule,scheduled,360.0
EY7678,EY,USN,PUS,2025-07-12 09:00:00,2025-07-12 14:45:00,B787,Cancelled,A36,2025-07-12,schedule,scheduled,345.0
AR7017,AR,BJR,KAN,2025-07-12 21:00:00,2025-07-12 22:00:00,A350,On Time,D6,2025-07-12,schedule,scheduled,60.0
TD122,TD,ORD,CZM,2025-07-12 09:45:00,2025-07-12 13:15:00,B777,Scheduled,B16,2025-07-12,schedule,scheduled,210.0
HC1707,HC,AGA,SCY,2025-07-12 10:45:00,2025-07-12 16:00:00,A320,On Time,A43,2025-07-12,schedule,scheduled,315.0
JJ8120,JJ,OKA,ATL,2025-07-12 08:30:00,2025-07-12 10:45:00,A350,Scheduled,D3,2025-07-12,schedule,scheduled,135.0
6E8088,6E,TAE,DXB,2025-07-12 19:45:00,2025-07-13 00:45:00,B787,Scheduled,B1,2025-07-12,schedule,scheduled,300.0
AY2019,AY,GMB,CUE,2025-07-12 19:45:00,2025-07-13 01:00:00,B787,On Time,D19,2025-07-12,schedule,scheduled,315.0
PD9279,PD,RSU,SCY,2025-07-12 07:00:00,2025-07-12 09:45:00,B787,Cancelled,A10,2025-07-12,schedule,scheduled,165.0
HV2320,HV,CNX,ELS,2025-07-12 15:30:00,2025-07-12 17:45:00,A350,Scheduled,B32,2025-07-12,schedule,scheduled,135.0
BT4984,BT,SYD,HRG,2025-07-12 06:30:00,2025-07-12 09:00:00,A350,On Time,B46,2025-07-12,schedule,scheduled,150.0
F86839,F8,USN,YYZ,2025-07-12 21:45:00,2025-07-13 02:00:00,B787,On Time,B8,2025-07-12,schedule,scheduled,255.0
TT1250,TT,CGH,RMF,2025-07-12 12:00:00,2025-07-12 16:00:00,A320,Cancelled,B5,2025-07-12,schedule,scheduled,240.0
PK8256,PK,YHM,HDS,2025-07-12 20:30:00,2025-07-13 03:00:00,B787,Cancelled,D13,2025-07-12,schedule,scheduled,390.0
QR9250,QR,CHM,DOH,2025-07-12 10:15:00,2025-07-12 13:15:00,A350,Cancelled,A18,2025-07-12,schedule,scheduled,180.0
AY2622,AY,CPH,HMO,2025-07-12 14:00:00,2025-07-12 19:00:00,A320,Cancelled,B23,2025-07-12,schedule,scheduled,300.0
RO9690,RO,ATL,YOW,2025-07-12 17:45:00,2025-07-12 21:30:00,A350,Delayed,B17,2025-07-12,schedule,scheduled,225.0
MH9872,MH,HEL,HND,2025-07-12 20:30:00,2025-07-13 02:30:00,B777,Scheduled,D41,2025-07-12,schedule,scheduled,360.0
F89924,F8,MTY,IGR,2025-07-12 08:30:00,2025-07-12 10:15:00,B787,On Time,A23,2025-07-12,schedule,scheduled,105.0
BT9117,BT,MIR,BOM,2025-07-12 15:45:00,2025-07-12 22:30:00,B787,Delayed,D17,2025-07-12,schedule,scheduled,405.0
PK9608,PK,EIL,SLL,2025-07-12 08:00:00,2025-07-12 11:45:00,B777,Scheduled,D13,2025-07-12,schedule,scheduled,225.0
FR5095,FR,YUL,LLI,2025-07-12 06:00:00,2025-07-12 12:15:00,A320,Delayed,D17,2025-07-12,schedule,scheduled,375.0
AI2482,AI,YUL,CUN,2025-07-12 12:00:00,2025-07-12 17:30:00,B777,Delayed,B15,2025-07-12,schedule,scheduled,330.0
ET8749,ET,CUE,YOW,2025-07-12 11:15:00,2025-07-12 17:15:00,B777,On Time,C12,2025-07-12,schedule,scheduled,360.0
HV8839,HV,AHB,LXR,2025-07-12 10:45:00,2025-07-12 16:30:00,A350,Cancelled,A21,2025-07-12,schedule,scheduled,345.0
SA3724,SA,JNB,JFK,2025-07-12 08:45:00,2025-07-12 11:30:00,A320,On Time,A4,2025-07-12,schedule,scheduled,165.0
IC678,IC,KMI,SSH,2025-07-12 08:15:00,2025-07-12 12:15:00,A320,Scheduled,C40,2025-07-12,schedule,scheduled,240.0
RO1627,RO,ILR,BNE,2025-07-12 14:30:00,2025-07-12 19:00:00,A320,Cancelled,D5,2025-07-12,schedule,scheduled,270.0
AA1502,AA,BGA,DVO,2025-07-12 16:30:00,2025-07-12 23:00:00,B787,On Time,D16,2025-07-12,schedule,scheduled,390.0
OS4636,OS,AMD,ICN,2025-07-12 10:30:00,2025-07-12 12:30:00,A320,Scheduled,B1,2025-07-12,schedule,scheduled,120.0
OZ2900,OZ,OKA,ZAL,2025-07-12 11:00:00,2025-07-12 17:00:00,B787,Delayed,B22,2025-07-12,schedule,scheduled,360.0
EY6901,EY,PHC,TRU,2025-07-12 06:30:00,2025-07-12 10:00:00,B787,Delayed,A11,2025-07-12,schedule,scheduled,210.0
JQ5778,JQ,TZX,YHZ,2025-07-13 00:30:00,2025-07-13 07:00:00,A320,Cancelled,B3,2025-07-12,schedule,scheduled,390.0
QZ7244,QZ,IKT,OKA,2025-07-12 14:00:00,2025-07-12 20:15:00,B787,Delayed,B35,2025-07-12,schedule,scheduled,375.0
RJ1122,RJ,DTW,OVB,2025-07-12 09:00:00,2025-07-12 14:15:00,A320,Scheduled,B2,2025-07-12,schedule,scheduled,315.0
DJ7342,DJ,VIE,DUD,2025-07-12 15:00:00,2025-07-12 17:15:00,A350,Delayed,B34,2025-07-12,schedule,scheduled,135.0
WF6735,WF,CGY,IBA,2025-07-12 21:30:00,2025-07-13 01:30:00,A320,Delayed,A31,2025-07-12,schedule,scheduled,240.0
BR2069,BR,ESB,YNY,2025-07-12 16:45:00,2025-07-12 21:45:00,B737,On Time,B4,2025-07-12,schedule,scheduled,300.0
IB444,IB,SSH,NBE,2025-07-12 14:15:00,2025-07-12 20:30:00,B737,Cancelled,B16,2025-07-12,schedule,scheduled,375.0
W57141,W5,LAX,DPS,2025-07-12 15:00:00,2025-07-12 18:30:00,B777,Cancelled,B23,2025-07-12,schedule,scheduled,210.0
LH9187,LH,BUD,ADL,2025-07-12 09:15:00,2025-07-12 13:15:00,A320,Delayed,B1,2025-07-12,schedule,scheduled,240.0
DL5990,DL,CUN,CPT,2025-07-12 07:00:00,2025-07-12 12:00:00,B787,Cancelled,D17,2025-07-12,schedule,scheduled,300.0
G37335,G3,LST,LXR,2025-07-12 14:15:00,2025-07-12 15:30:00,B737,On Time,A18,2025-07-12,schedule,scheduled,75.0
AY6113,AY,BCD,JUL,2025-07-12 19:45:00,2025-07-13 00:30:00,B787,On Time,A45,2025-07-12,schedule,scheduled,285.0
SJ4624,SJ,AMS,LXR,2025-07-12 08:15:00,2025-07-12 10:30:00,B787,Delayed,C25,2025-07-12,schedule,scheduled,135.0
VY9771,VY,CMN,XMN,2025-07-12 07:15:00,2025-07-12 11:15:00,A320,Scheduled,D35,2025-07-12,schedule,scheduled,240.0
LA2506,LA,MED,JRS,2025-07-12 20:00:00,2025-07-13 02:45:00,B787,On Time,D26,2025-07-12,schedule,scheduled,405.0
SQ5208,SQ,JED,LXR,2025-07-12 13:15:00,2025-07-12 16:45:00,B777,On Time,C43,2025-07-12,schedule,scheduled,210.0
TP988,TP,PIU,TCQ,2025-07-12 22:00:00,2025-07-13 01:30:00,B787,On Time,B14,2025-07-12,schedule,scheduled,210.0
SW9178,SW,ELS,MCO,2025-07-12 08:45:00,2025-07-12 14:00:00,A350,Delayed,D48,2025-07-12,schedule,scheduled,315.0
KL6619,KL,NRT,BJV,2025-07-12 21:30:00,2025-07-13 03:00:00,A350,On Time,C25,2025-07-12,schedule,scheduled,330.0
BT5570,BT,DUD,NPE,2025-07-12 13:45:00,2025-07-12 19:15:00,B777,Delayed,A1,2025-07-12,schedule,scheduled,330.0
IR640,IR,MTZ,JNB,2025-07-12 06:15:00,2025-07-12 12:15:00,A320,Cancelled,A34,2025-07-12,schedule,scheduled,360.0
QF2526,QF,MAA,COK,2025-07-12 22:15:00,2025-07-13 01:30:00,B737,Cancelled,B21,2025-07-12,schedule,scheduled,195.0
OS971,OS,LOS,BSB,2025-07-12 16:45:00,2025-07-12 20:45:00,B787,Cancelled,B14,2025-07-12,schedule,scheduled,240.0
HV2646,HV,IFN,RMF,2025-07-13 00:45:00,2025-07-13 01:45:00,B787,Delayed,A35,2025-07-12,schedule,scheduled,60.0
TP3105,TP,EJA,BSR,2025-07-12 20:30:00,2025-07-13 02:15:00,A320,Cancelled,B14,2025-07-12,schedule,scheduled,345.0
VN7802,VN,DIR,MUH,2025-07-12 19:00:00,2025-07-12 23:45:00,B737,On Time,B30,2025-07-12,schedule,scheduled,285.0
AC9211,AC,OTP,OSL,2025-07-12 19:15:00,2025-07-12 22:00:00,A350,Cancelled,A7,2025-07-12,schedule,scheduled,165.0
RJ8405,RJ,TOE,ATL,2025-07-12 18:45:00,2025-07-13 00:00:00,A320,Cancelled,A40,2025-07-12,schedule,scheduled,315.0
AD4371,AD,GRJ,SYD,2025-07-12 20:30:00,2025-07-13 02:45:00,B737,Cancelled,B16,2025-07-12,schedule,scheduled,375.0
AC821,AC,FRA,CAI,2025-07-12 13:15:00,2025-07-12 16:00:00,B787,On Time,C9,2025-07-12,schedule,scheduled,165.0
HV3202,HV,YHZ,LAS,2025-07-12 08:45:00,2025-07-12 13:15:00,B777,On Time,D4,2025-07-12,schedule,scheduled,270.0
BT2411,BT,MFM,CDG,2025-07-12 12:00:00,2025-07-12 16:45:00,A320,Scheduled,D46,2025-07-12,schedule,scheduled,285.0
AF6925,AF,BOG,BSR,2025-07-12 20:30:00,2025-07-13 01:30:00,A320,Scheduled,B30,2025-07-12,schedule,scheduled,300.0
KL1094,KL,CCU,MFM,2025-07-12 07:15:00,2025-07-12 08:15:00,A320,Cancelled,C19,2025-07-12,schedule,scheduled,60.0
FR1762,FR,UFA,DJE,2025-07-12 08:30:00,2025-07-12 14:45:00,B737,Delayed,D41,2025-07-12,schedule,scheduled,375.0
