icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,data_source,extraction_time,data_timestamp,altitude,speed,heading,region
a02dda,SKW5300,United States,1752334384.0,1752334384,-95.8256,30.2934,1973.58,False,129.05,163.08,-5.85,,2110.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1973.58,129.05,163.08,North America
a62b14,N497LA,United States,1752334375.0,1752334380,-75.2721,40.2323,457.2,False,50.79,33.85,-0.33,,472.44,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,457.2,50.79,33.85,North America
ac5b89,SWA3386,United States,1752334384.0,1752334384,-108.4176,37.383,11277.6,False,248.61,79.39,0.0,,11871.96,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,248.61,79.39,North America
a0e751,UAL2133,United States,1752334383.0,1752334384,-108.5783,39.4533,11887.2,False,238.04,83.8,-11.38,,12451.08,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,238.04,83.8,North America
c07fb1,WJA1089,Canada,1752334384.0,1752334384,-113.8107,37.3682,10668.0,False,223.2,32.48,0.0,,11269.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,223.2,32.48,North America
adde4c,N993FG,United States,1752334318.0,1752334319,-78.7409,35.3717,60.96,False,43.75,41.19,-1.63,,60.96,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,60.96,43.75,41.19,North America
a08446,SKW5465,United States,1752334306.0,1752334309,-95.8871,41.2938,274.32,False,65.25,324.3,-1.63,,281.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,274.32,65.25,324.3,North America
a4fe5a,N42024,United States,1752334384.0,1752334384,-81.9358,30.3139,1341.12,False,39.15,3.01,1.3,,1440.18,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1341.12,39.15,3.01,North America
acab3f,SWA2651,United States,1752334384.0,1752334384,-107.9357,38.8777,12199.62,False,229.95,245.27,0.0,,12755.88,6232,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12199.62,229.95,245.27,North America
02019d,MAC481B,Morocco,1752334384.0,1752334384,-4.1427,35.1474,11574.78,False,249.7,47.0,-0.33,,12252.96,6432,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11574.78,249.7,47.0,Europe
02019c,MAC821A,Morocco,1752334384.0,1752334384,-1.6945,44.1761,11582.4,False,230.99,26.45,-0.33,,12024.36,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,230.99,26.45,Europe
a5d5ae,SWA2565,United States,1752334383.0,1752334384,-97.6403,26.9024,3931.92,False,177.04,181.67,-8.78,,4183.38,2167,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,3931.92,177.04,181.67,North America
704946,MMA453,Myanmar,1752334354.0,1752334354,103.4645,12.2238,10782.3,False,251.72,301.55,2.93,,11513.82,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10782.3,251.72,301.55,Other
c07fb9,WJA404,Canada,1752334384.0,1752334384,-117.0891,50.1432,10668.0,False,233.4,67.45,0.0,,11132.82,2625,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,233.4,67.45,North America
a572af,LXJ450,United States,1752334384.0,1752334384,-72.0623,41.5755,3299.46,False,184.53,154.22,-0.33,,3459.48,3171,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3299.46,184.53,154.22,North America
a728ca,N560VE,United States,1752334383.0,1752334383,-78.3112,40.9636,7315.2,False,207.71,211.84,0.0,,7703.82,7354,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7315.2,207.71,211.84,North America
a4fe75,N4203W,United States,1752334383.0,1752334383,-100.3227,44.5718,708.66,False,76.39,77.55,0.65,,723.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,708.66,76.39,77.55,North America
405433,GCJLN,United Kingdom,1752334385.0,1752334385,-0.5196,53.0511,426.72,False,31.02,275.71,0.98,,541.02,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,426.72,31.02,275.71,Europe
3c6dd6,EWG3XZ,Germany,1752334384.0,1752334384,0.7178,44.8661,11894.82,False,223.58,199.77,0.0,,12359.64,4132,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11894.82,223.58,199.77,Europe
34530e,ANE67TP,Spain,1752334215.0,1752334215,-8.3803,43.3021,,True,0.0,16.88,,,,3426,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,16.88,Europe
896309,UAE12W,United Arab Emirates,1752334384.0,1752334384,88.4448,22.6622,,True,8.23,5.62,,,,0452,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,8.23,5.62,Asia
34530c,AEA199,Spain,1752334383.0,1752334383,-12.026,38.6237,10744.2,False,246.55,255.99,5.85,,11277.6,2666,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10744.2,246.55,255.99,Europe
896307,UAE33Y,United Arab Emirates,1752334383.0,1752334384,23.5182,45.5931,10972.8,False,246.89,299.18,0.0,,11361.42,6230,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,246.89,299.18,Europe
34530d,ANE8264,Spain,1752334384.0,1752334384,-6.9891,40.7002,8991.6,False,216.95,282.32,-11.7,,9456.42,0455,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8991.6,216.95,282.32,Europe
896306,UAE39K,United Arab Emirates,1752334384.0,1752334384,26.0227,44.4147,10972.8,False,231.57,303.58,0.0,,11452.86,6202,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,231.57,303.58,Europe
aa2e1c,N755RJ,United States,1752334384.0,1752334384,-87.164,30.3528,243.84,False,35.54,157.89,0.65,,289.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,243.84,35.54,157.89,North America
abf2ea,SWA2558,United States,1752334383.0,1752334383,-95.8614,42.0032,8229.6,False,257.76,90.8,0.0,,8587.74,1476,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8229.6,257.76,90.8,North America
346648,VOE80MM,Spain,1752334384.0,1752334384,4.8531,43.3979,10050.78,False,225.76,115.22,0.0,,10485.12,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10050.78,225.76,115.22,Europe
3c6dd4,EWG7YR,Germany,1752334384.0,1752334384,8.5762,46.6448,11285.22,False,234.63,173.33,0.0,,11666.22,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,234.63,173.33,Europe
44ce61,BEL5EF,Belgium,1752334384.0,1752334384,4.6452,50.6425,1927.86,False,136.57,263.95,-8.45,,2042.16,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1927.86,136.57,263.95,Europe
346649,VOE1MZ,Spain,1752334360.0,1752334380,9.2479,40.7303,1569.72,False,109.69,29.81,-0.65,,1706.88,7442,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1569.72,109.69,29.81,Europe
346644,VOE79YR,Spain,1752334384.0,1752334384,6.6601,48.0333,4442.46,False,174.37,40.69,-11.38,,4671.06,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4442.46,174.37,40.69,Europe
a848e9,WMA124,United States,1752334384.0,1752334384,-80.0836,26.0114,739.14,False,93.88,303.6,-4.88,,822.96,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,739.14,93.88,303.6,North America
345314,VLG13LA,Spain,1752334368.0,1752334383,2.0395,41.1884,647.7,False,82.81,19.22,-4.88,,701.04,6203,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,647.7,82.81,19.22,Europe
ac5b97,N89594,United States,1752334308.0,1752334351,-116.5626,33.8734,716.28,False,38.2,295.53,4.55,,708.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,716.28,38.2,295.53,North America
39b861,PXR31R,France,1752334328.0,1752334328,-0.3302,47.5583,114.3,False,54.49,82.41,-5.2,,182.88,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,114.3,54.49,82.41,Europe
406753,EZY65FU,United Kingdom,1752334383.0,1752334383,13.0997,46.6863,10668.0,False,248.18,122.47,0.0,,10995.66,4714,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,248.18,122.47,Europe
406754,EZY57FL,United Kingdom,1752334383.0,1752334384,5.5232,47.957,10972.8,False,215.24,317.81,-0.33,,11361.42,7534,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,215.24,317.81,Europe
896314,UAE49U,United Arab Emirates,1752334384.0,1752334384,29.2106,42.7119,10058.4,False,259.5,138.54,0.0,,10591.8,6032,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,259.5,138.54,Europe
896319,UAE34Q,United Arab Emirates,1752334384.0,1752334384,21.9825,46.4623,10660.38,False,267.39,124.18,0.0,,10980.42,1401,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10660.38,267.39,124.18,Europe
a02dd2,N110SQ,United States,1752334384.0,1752334384,-80.4149,35.623,731.52,False,52.69,117.32,-0.33,,784.86,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,731.52,52.69,117.32,North America
896318,UAE4DT,United Arab Emirates,1752334384.0,1752334384,14.9515,48.383,10668.0,False,266.66,107.63,0.0,,10927.08,4622,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,266.66,107.63,Europe
40540d,GCEVS,United Kingdom,1752334384.0,1752334384,-0.9328,53.7878,99.06,False,45.87,293.11,-0.33,,213.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,99.06,45.87,293.11,Europe
3e6727,DKEGL,Germany,1752334116.0,1752334118,10.3525,47.6951,807.72,False,24.24,252.72,-3.25,,868.68,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,807.72,24.24,252.72,Europe
a6f5b5,ASA1151,United States,1752334384.0,1752334384,-122.3199,47.2869,990.6,False,102.39,0.86,-5.85,,1059.18,0771,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,990.6,102.39,0.86,North America
44ce72,BEL2FU,Belgium,1752334384.0,1752334384,17.2571,43.8848,11887.2,False,244.18,139.7,0.0,,12352.02,0110,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,244.18,139.7,Europe
89630f,UAE2W,United Arab Emirates,1752334384.0,1752334384,54.1193,25.8212,6720.84,False,212.12,116.5,-8.78,,7185.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6720.84,212.12,116.5,Africa
e80601,,Chile,1752334349.0,1752334351,-46.9614,-26.5804,10363.2,False,223.8,226.58,0.0,,10911.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,223.8,226.58,South America
0200fb,RAM716X,Morocco,1752334384.0,1752334384,-5.8176,41.4254,11590.02,False,218.97,24.28,0.33,,12108.18,6422,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11590.02,218.97,24.28,Europe
a46749,N383JT,United States,1752334383.0,1752334383,-74.163,43.1845,693.42,False,66.01,165.1,0.33,,731.52,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,693.42,66.01,165.1,North America
a22778,AAY1530,United States,1752334384.0,1752334384,-85.1459,38.9665,10736.58,False,249.44,17.28,-6.5,,11369.04,7255,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10736.58,249.44,17.28,North America
aa9721,N7814,United States,1752334383.0,1752334383,-73.9236,5.273,6141.72,False,163.82,13.99,10.4,,6537.96,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6141.72,163.82,13.99,South America
abf396,SWA1129,United States,1752334384.0,1752334384,-83.8918,37.0037,11277.6,False,238.14,69.65,0.0,,11917.68,3424,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,238.14,69.65,North America
a19127,N20RF,United States,1752334384.0,1752334384,-104.6918,39.0522,8839.2,False,159.5,164.66,0.0,,9296.4,0655,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8839.2,159.5,164.66,North America
ab18ac,ERU814,United States,1752334383.0,1752334384,-81.3617,29.656,701.04,False,50.79,353.02,-0.33,,769.62,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,701.04,50.79,353.02,North America
a9db6d,N734RQ,United States,1752334384.0,1752334384,-93.9132,45.3689,822.96,False,58.39,194.28,-1.95,,807.72,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,822.96,58.39,194.28,North America
346613,VOE2957,Spain,1752334384.0,1752334385,8.5768,46.3444,11277.6,False,233.8,172.92,0.65,,11666.22,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,233.8,172.92,Europe
4ab821,NOZ3EG,Sweden,1752334384.0,1752334384,16.475,54.6999,10972.8,False,244.02,341.57,0.33,,11209.02,4256,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,244.02,341.57,Europe
a3472f,DAL1105,United States,1752334384.0,1752334384,-82.1953,29.7095,8923.02,False,247.41,173.67,-13.98,,9509.76,2774,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8923.02,247.41,173.67,North America
a98b76,FFT4277,United States,1752334383.0,1752334384,-96.9501,40.0649,10363.2,False,214.48,260.33,0.0,,10873.74,3015,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,214.48,260.33,North America
a07127,N1278D,United States,1752334381.0,1752334384,-75.659,40.4588,1767.84,False,69.3,229.21,3.9,,1866.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1767.84,69.3,229.21,North America
a07122,N12779,United States,1752334384.0,1752334384,-76.0704,39.7616,2225.04,False,51.94,73.9,-0.33,,2362.2,0502,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2225.04,51.94,73.9,North America
346605,IBE26RR,Spain,1752334384.0,1752334384,-8.3331,51.8953,10363.2,False,247.02,325.35,0.0,,10782.3,5555,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,247.02,325.35,Europe
a38db4,AAL1208,United States,1752334324.0,1752334324,-97.0331,32.9073,,True,8.75,0.0,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,8.75,0.0,North America
a9db3d,,United States,1752334303.0,1752334379,-78.0217,35.2158,381.0,False,43.36,85.24,2.28,,434.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,381.0,43.36,85.24,North America
ad2095,JBU287,United States,1752334384.0,1752334384,-114.03,36.2337,10972.8,False,225.7,234.46,0.33,,11605.26,3137,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,225.7,234.46,North America
a69418,JIA5129,United States,1752334384.0,1752334384,-87.4028,40.7102,7505.7,False,210.96,168.61,5.53,,7894.32,6270,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7505.7,210.96,168.61,North America
a21432,FFT4958,United States,1752334384.0,1752334385,-117.7827,33.4783,3055.62,False,163.17,108.38,12.35,,3230.88,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3055.62,163.17,108.38,North America
a2141a,N233ES,United States,1752334384.0,1752334384,-79.1683,40.4756,2987.04,False,80.15,201.46,-0.33,,3139.44,5765,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2987.04,80.15,201.46,North America
a71724,EJA556,United States,1752334384.0,1752334384,-122.0932,37.2495,5814.06,False,180.07,134.42,9.43,,6156.96,3350,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5814.06,180.07,134.42,North America
780a17,CPA830,China,1752334384.0,1752334384,-93.1603,47.1726,11277.6,False,253.78,119.11,0.0,,11551.92,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,253.78,119.11,North America
89639e,UAE87Q,United Arab Emirates,1752334384.0,1752334384,23.7886,43.4933,11285.22,False,289.54,102.73,0.0,,11780.52,5576,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,289.54,102.73,Europe
89639d,UAE41P,United Arab Emirates,1752334151.0,1752334154,55.402,25.232,182.88,False,73.67,301.58,-3.58,,83.82,5472,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,182.88,73.67,301.58,Other
781d3d,HYT9103,China,1752334383.0,1752334384,88.1955,22.6929,9144.0,False,248.58,274.03,0.0,,9730.74,3516,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9144.0,248.58,274.03,Asia
780a0b,CPA667,China,1752334378.0,1752334384,113.9133,22.3158,68.58,False,85.41,71.02,2.28,,30.48,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,68.58,85.41,71.02,Asia
a99e84,N719LP,United States,1752334383.0,1752334383,-82.7525,27.6987,350.52,False,77.2,317.7,-0.65,,411.48,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,350.52,77.2,317.7,North America
4bb208,THY2RE,Turkey,1752334384.0,1752334384,10.1705,51.4441,10363.2,False,224.09,280.72,0.33,,10591.8,3540,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,224.09,280.72,Europe
781d50,CCA446,China,1752334199.0,1752334352,59.1703,57.6775,11887.2,False,270.79,101.4,0.0,,12131.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,270.79,101.4,Europe
4bb209,THY1MP,Turkey,1752334384.0,1752334384,13.4911,52.2023,3733.8,False,151.3,88.44,19.18,,3787.14,7634,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3733.8,151.3,88.44,Europe
89639b,UAE9H,United Arab Emirates,1752334384.0,1752334384,12.1669,51.6011,11277.6,False,265.27,122.89,0.0,,11521.44,3407,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,265.27,122.89,Europe
a46785,N383MC,United States,1752334384.0,1752334384,-70.375,43.6492,198.12,False,59.43,95.46,-2.93,,228.6,1355,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,198.12,59.43,95.46,North America
a1f46b,RPA5593,United States,1752334156.0,1752334183,-86.2317,39.7572,533.4,False,68.75,224.7,-3.58,,525.78,4031,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,533.4,68.75,224.7,North America
abe09a,SWA3110,United States,1752334384.0,1752334384,-82.7868,28.0348,6499.86,False,221.22,0.4,9.75,,6896.1,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6499.86,221.22,0.4,North America
4bb202,THY4NA,Turkey,1752334378.0,1752334381,24.4933,42.9059,10363.2,False,219.47,290.73,0.0,,10858.5,2301,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,219.47,290.73,Europe
4bb203,THY2PH,Turkey,1752334384.0,1752334384,10.6888,47.6675,9966.96,False,212.9,275.41,-5.85,,10287.0,0620,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9966.96,212.9,275.41,Europe
a9db1c,N734NJ,United States,1752334381.0,1752334382,-115.1917,36.2087,,True,14.92,315.0,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,14.92,315.0,North America
a20150,CXK159,United States,1752334328.0,1752334383,-96.5873,33.2091,266.7,False,28.83,177.95,-0.65,,281.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,266.7,28.83,177.95,North America
4bb212,THY4DV,Turkey,1752334384.0,1752334384,8.6271,45.2378,10972.8,False,209.56,267.61,0.0,,11407.14,3205,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,209.56,267.61,Europe
a702fc,N55088,United States,1752334129.0,1752334129,-86.9416,32.2866,342.9,False,47.8,325.97,-2.6,,388.62,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,342.9,47.8,325.97,North America
ab05c3,N80906,United States,1752334384.0,1752334384,-117.3739,33.1377,1798.32,False,50.77,340.46,0.0,,1851.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1798.32,50.77,340.46,North America
80073f,AIC117,India,1752334384.0,1752334384,8.898,51.6124,13098.78,False,251.17,292.52,0.0,,13487.4,6602,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13098.78,251.17,292.52,Europe
80073d,AIC151,India,1752334384.0,1752334384,24.7032,44.7977,13106.4,False,236.55,306.42,0.0,,13677.9,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13106.4,236.55,306.42,Europe
80073e,AIC148,India,1752334384.0,1752334384,48.7895,29.3664,12489.18,False,248.93,153.22,-0.33,,13380.72,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12489.18,248.93,153.22,Africa
c06d90,CGPMT,Canada,1752334240.0,1752334249,-112.7439,49.7579,0.0,False,45.89,86.14,-0.65,,-15.24,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,0.0,45.89,86.14,North America
a33475,N3051W,United States,1752334383.0,1752334384,-97.3221,32.5421,1798.32,False,53.66,175.6,1.95,,1859.28,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1798.32,53.66,175.6,North America
aaf8cb,N806GP,United States,1752334313.0,1752334313,-77.8713,37.3058,175.26,False,41.67,180.0,-2.6,,205.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,175.26,41.67,180.0,North America
a32146,N300W,United States,1752334384.0,1752334384,-80.5059,25.638,579.12,False,54.26,95.44,0.98,,601.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,579.12,54.26,95.44,North America
506e27,S5DOT,Slovenia,1752334384.0,1752334384,14.8637,45.9404,4419.6,False,35.8,277.43,5.2,,4579.62,7012,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4419.6,35.8,277.43,Europe
780a1c,CPA086,China,1752334384.0,1752334384,-117.0222,47.7589,10058.4,False,272.93,148.02,0.0,,10576.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,272.93,148.02,North America
a835fb,N628WT,United States,1752334383.0,1752334384,-112.5876,41.0479,3131.82,False,45.34,335.18,-0.33,,3276.6,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3131.82,45.34,335.18,North America
a6f5fc,DAL506,United States,1752334384.0,1752334384,-120.8839,47.4162,5905.5,False,224.38,91.58,4.88,,6233.16,1645,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5905.5,224.38,91.58,North America
aaf8f0,N806JA,United States,1752334384.0,1752334384,-79.4197,42.9025,3048.0,False,51.25,234.4,1.95,,3200.4,0461,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3048.0,51.25,234.4,North America
aaf8f1,JBU2686,United States,1752334384.0,1752334384,-81.1978,36.6029,11285.22,False,234.76,20.66,0.33,,11948.16,1711,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,234.76,20.66,North America
780a35,CPA288,China,1752334086.0,1752334130,45.2086,41.3256,9448.8,False,287.31,109.02,0.0,,10081.26,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9448.8,287.31,109.02,Europe
a2aac9,CXK144,United States,1752334383.0,1752334383,-75.2402,38.781,1188.72,False,60.76,205.05,-0.33,,1234.44,4223,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1188.72,60.76,205.05,North America
4bb20f,THY5BG,Turkey,1752334384.0,1752334384,26.1883,41.108,9098.28,False,263.92,90.45,-13.98,,9593.58,0213,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9098.28,263.92,90.45,Europe
a822d6,QXE2096,United States,1752334384.0,1752334384,-121.8846,48.5856,7353.3,False,207.96,40.59,6.18,,7757.16,6607,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7353.3,207.96,40.59,North America
4bb20d,THY6KE,Turkey,1752334384.0,1752334384,10.4558,53.355,4107.18,False,175.5,278.94,-8.13,,4229.1,3550,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4107.18,175.5,278.94,Europe
4bb20e,THY663,Turkey,1752334384.0,1752334384,19.3326,38.6564,9753.6,False,218.61,242.23,0.0,,10287.0,2321,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,218.61,242.23,Europe
4bb20b,THY7AW,Turkey,1752334384.0,1752334384,17.6492,39.0394,10980.42,False,209.37,255.49,0.0,,11582.4,7220,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10980.42,209.37,255.49,Europe
e48fd5,PRCGI,Brazil,1752334384.0,1752334384,-106.4311,34.3877,13106.4,False,235.21,271.75,-0.33,,13807.44,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13106.4,235.21,271.75,North America
a9ee48,N739UM,United States,1752334329.0,1752334348,-85.6454,38.2372,243.84,False,28.85,238.86,-2.28,,220.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,243.84,28.85,238.86,North America
a1913a,N20S,United States,1752334384.0,1752334384,-83.7925,31.8691,6705.6,False,117.92,346.63,0.0,,7117.08,3024,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6705.6,117.92,346.63,North America
a07160,N12791,United States,1752333061.0,1752334359,-88.5239,41.9609,579.12,False,49.2,21.47,-0.98,,525.78,3631,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,579.12,49.2,21.47,North America
ad45a4,AAL2023,United States,1752334384.0,1752334384,-80.6047,35.067,2385.06,False,146.49,101.55,2.93,,2522.22,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2385.06,146.49,101.55,North America
a21468,N233HV,United States,1752334383.0,1752334384,-78.3239,39.3476,8534.4,False,136.66,250.88,0.0,,9014.46,7336,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8534.4,136.66,250.88,North America
780a46,CRK766,China,1752334384.0,1752334384,102.2956,14.3901,9555.48,False,215.23,60.19,4.88,,10218.42,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9555.48,215.23,60.19,Other
896398,ETD51M,United Arab Emirates,1752334340.0,1752334369,54.338,24.4837,11277.6,False,149.81,110.92,-5.2,,3406.14,0151,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,149.81,110.92,Africa
a955da,N700PG,United States,1752334384.0,1752334384,-74.1834,41.058,1783.08,False,151.68,20.03,0.0,,1882.14,4571,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1783.08,151.68,20.03,North America
ab4e5a,N8278P,United States,1752334378.0,1752334384,-97.874,31.5228,1798.32,False,57.7,211.14,-0.65,,1897.38,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1798.32,57.7,211.14,North America
a1e132,MXY502,United States,1752334383.0,1752334383,-94.7847,33.1187,10363.2,False,225.59,283.72,0.0,,10965.18,5176,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,225.59,283.72,North America
a13af4,DAL773,United States,1752334384.0,1752334384,-85.6794,39.9131,10363.2,False,229.48,271.03,0.33,,10934.7,3061,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,229.48,271.03,North America
0200cb,RAM770T,Morocco,1752334384.0,1752334384,1.7018,48.3066,3017.52,False,131.43,32.69,-4.88,,3177.54,1000,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,3017.52,131.43,32.69,Europe
e48fb5,GLO1476,Brazil,1752334326.0,1752334326,-50.5052,-22.3555,10972.8,False,212.0,287.51,0.0,,11582.4,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,212.0,287.51,South America
780a3e,CPA097,China,1752334147.0,1752334147,114.0618,21.9381,1531.62,False,131.71,269.33,-4.88,,2057.4,3630,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1531.62,131.71,269.33,Asia
780a3a,CPA161,China,1752334312.0,1752334312,119.5407,11.9645,10058.4,False,248.01,153.38,0.0,,10805.16,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,248.01,153.38,Other
800736,AIC137,India,1752334384.0,1752334384,25.1001,42.7121,12192.0,False,237.11,291.78,0.0,,12832.08,4140,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,237.11,291.78,Europe
