flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
IX6757,IX,CGK,AKR,2025-07-12 12:30:00,2025-07-12 18:30:00,A350,Cancelled,B7,2025-07-12,schedule,scheduled,360.0
IR5562,IR,XNH,OTP,2025-07-12 22:00:00,2025-07-12 23:45:00,A350,Cancelled,A20,2025-07-12,schedule,scheduled,105.0
TT3340,TT,JRS,TAE,2025-07-12 07:00:00,2025-07-12 08:00:00,B777,Scheduled,B6,2025-07-12,schedule,scheduled,60.0
SK6088,SK,BOG,ARN,2025-07-12 16:15:00,2025-07-12 22:45:00,A350,On Time,A1,2025-07-12,schedule,scheduled,390.0
HC7998,HC,YVR,LGA,2025-07-12 22:45:00,2025-07-13 04:30:00,B737,On Time,B49,2025-07-12,schedule,scheduled,345.0
HV5460,HV,GRU,TOE,2025-07-12 09:00:00,2025-07-12 12:30:00,A350,Scheduled,D6,2025-07-12,schedule,scheduled,210.0
AR8058,AR,TUU,NKG,2025-07-12 19:30:00,2025-07-12 21:00:00,B737,Cancelled,C27,2025-07-12,schedule,scheduled,90.0
F88748,F8,SHC,DLM,2025-07-12 11:30:00,2025-07-12 13:45:00,A320,On Time,B18,2025-07-12,schedule,scheduled,135.0
DT5700,DT,AUH,CTS,2025-07-12 23:00:00,2025-07-13 03:45:00,B787,Scheduled,A32,2025-07-12,schedule,scheduled,285.0
P59215,P5,VIE,SYD,2025-07-12 09:00:00,2025-07-12 13:45:00,A350,Cancelled,A26,2025-07-12,schedule,scheduled,285.0
UA1845,UA,SLA,GZT,2025-07-12 23:00:00,2025-07-13 01:45:00,A350,On Time,B21,2025-07-12,schedule,scheduled,165.0
LH7872,LH,FOR,OCC,2025-07-13 00:00:00,2025-07-13 01:30:00,A350,Scheduled,B4,2025-07-12,schedule,scheduled,90.0
VA7745,VA,CJU,WJU,2025-07-12 20:15:00,2025-07-13 01:30:00,A350,Delayed,B47,2025-07-12,schedule,scheduled,315.0
MS2193,MS,PPS,CZM,2025-07-12 14:30:00,2025-07-12 18:00:00,A320,Scheduled,D40,2025-07-12,schedule,scheduled,210.0
FD6671,FD,CWB,CCU,2025-07-12 21:00:00,2025-07-13 01:30:00,B787,On Time,C49,2025-07-12,schedule,scheduled,270.0
BL3846,BL,PUQ,CLT,2025-07-12 16:00:00,2025-07-12 20:45:00,B777,Delayed,D23,2025-07-12,schedule,scheduled,285.0
YM8342,YM,SEA,PHC,2025-07-12 15:30:00,2025-07-12 18:30:00,A350,Delayed,A13,2025-07-12,schedule,scheduled,180.0
W52459,W5,TAK,CLO,2025-07-12 16:15:00,2025-07-12 19:15:00,A320,On Time,D21,2025-07-12,schedule,scheduled,180.0
IB9979,IB,CNX,TAE,2025-07-13 00:00:00,2025-07-13 05:15:00,A320,Scheduled,D15,2025-07-12,schedule,scheduled,315.0
YM7884,YM,BOS,BRC,2025-07-12 20:30:00,2025-07-12 23:00:00,A350,Scheduled,B14,2025-07-12,schedule,scheduled,150.0
OK6171,OK,ELG,WAW,2025-07-12 17:30:00,2025-07-12 23:45:00,A350,Delayed,D24,2025-07-12,schedule,scheduled,375.0
KE3283,KE,OKA,JIJ,2025-07-12 07:30:00,2025-07-12 11:30:00,A350,Cancelled,A9,2025-07-12,schedule,scheduled,240.0
XG4386,XG,DOH,TNG,2025-07-12 19:15:00,2025-07-12 23:30:00,A350,Cancelled,C42,2025-07-12,schedule,scheduled,255.0
NK3427,NK,SLL,ROV,2025-07-13 00:15:00,2025-07-13 05:15:00,B737,Cancelled,C40,2025-07-12,schedule,scheduled,300.0
G38847,G3,PHC,PVR,2025-07-12 23:45:00,2025-07-13 03:15:00,B737,On Time,A28,2025-07-12,schedule,scheduled,210.0
F98937,F9,BFN,CLO,2025-07-12 12:15:00,2025-07-12 14:00:00,B787,Cancelled,A13,2025-07-12,schedule,scheduled,105.0
NH9084,NH,GAE,GRU,2025-07-12 17:30:00,2025-07-12 20:30:00,B787,Cancelled,B40,2025-07-12,schedule,scheduled,180.0
AV6539,AV,KMI,RMF,2025-07-12 23:15:00,2025-07-13 04:30:00,A350,Delayed,C47,2025-07-12,schedule,scheduled,315.0
MS5757,MS,MUH,NKG,2025-07-12 20:45:00,2025-07-13 02:00:00,B737,Cancelled,C7,2025-07-12,schedule,scheduled,315.0
WJ3036,WJ,SFO,LLI,2025-07-12 11:15:00,2025-07-12 15:45:00,A320,Delayed,A1,2025-07-12,schedule,scheduled,270.0
PD5754,PD,CNX,XNH,2025-07-12 20:15:00,2025-07-12 21:45:00,A320,Cancelled,A45,2025-07-12,schedule,scheduled,90.0
W65547,W6,TNN,SFS,2025-07-12 20:00:00,2025-07-12 22:00:00,A320,On Time,B33,2025-07-12,schedule,scheduled,120.0
D8919,D8,SFS,DTW,2025-07-12 21:00:00,2025-07-13 00:00:00,B787,Delayed,A19,2025-07-12,schedule,scheduled,180.0
XG1279,XG,TAE,WAW,2025-07-12 20:45:00,2025-07-13 02:45:00,A350,Scheduled,B11,2025-07-12,schedule,scheduled,360.0
LP181,LP,EMY,MFM,2025-07-12 08:30:00,2025-07-12 09:30:00,A320,Cancelled,D35,2025-07-12,schedule,scheduled,60.0
AV3237,AV,IVC,RAK,2025-07-12 08:00:00,2025-07-12 13:00:00,B777,Delayed,D25,2025-07-12,schedule,scheduled,300.0
CX1373,CX,KZN,AGA,2025-07-12 08:30:00,2025-07-12 14:00:00,B787,Cancelled,D11,2025-07-12,schedule,scheduled,330.0
BR5669,BR,DEL,CCU,2025-07-12 23:45:00,2025-07-13 05:15:00,A350,Delayed,B36,2025-07-12,schedule,scheduled,330.0
LA8664,LA,AKR,ELG,2025-07-12 18:30:00,2025-07-12 19:45:00,B777,Delayed,B34,2025-07-12,schedule,scheduled,75.0
SY1302,SY,DIR,AMS,2025-07-12 07:15:00,2025-07-12 10:30:00,B777,Cancelled,B43,2025-07-12,schedule,scheduled,195.0
KQ7181,KQ,ADZ,CUC,2025-07-12 22:30:00,2025-07-13 01:30:00,A350,Cancelled,B14,2025-07-12,schedule,scheduled,180.0
SB1430,SB,CJU,NPL,2025-07-12 20:15:00,2025-07-12 21:45:00,B777,Delayed,D30,2025-07-12,schedule,scheduled,90.0
FJ2276,FJ,ERH,YOW,2025-07-12 15:30:00,2025-07-12 20:30:00,B777,Delayed,C47,2025-07-12,schedule,scheduled,300.0
DJ5023,DJ,YQB,MFK,2025-07-12 08:00:00,2025-07-12 09:30:00,B777,Delayed,B1,2025-07-12,schedule,scheduled,90.0
FJ5548,FJ,TUU,JED,2025-07-12 07:15:00,2025-07-12 11:30:00,A320,Delayed,B18,2025-07-12,schedule,scheduled,255.0
CI7868,CI,KZN,RSU,2025-07-12 06:30:00,2025-07-12 10:00:00,B787,On Time,D40,2025-07-12,schedule,scheduled,210.0
G32747,G3,IAD,LAS,2025-07-12 11:15:00,2025-07-12 14:15:00,A350,Scheduled,A34,2025-07-12,schedule,scheduled,180.0
KE3456,KE,LXR,GYE,2025-07-12 15:00:00,2025-07-12 20:15:00,B777,Cancelled,A20,2025-07-12,schedule,scheduled,315.0
WG7673,WG,GMP,AKR,2025-07-12 17:15:00,2025-07-12 21:00:00,B777,Scheduled,D21,2025-07-12,schedule,scheduled,225.0
MP8486,MP,MEX,IBA,2025-07-12 17:15:00,2025-07-12 19:30:00,B737,On Time,B13,2025-07-12,schedule,scheduled,135.0
GF6290,GF,ZQN,CTS,2025-07-12 06:45:00,2025-07-12 11:00:00,A320,On Time,D32,2025-07-12,schedule,scheduled,255.0
DJ7247,DJ,EBM,CTS,2025-07-12 15:45:00,2025-07-12 18:45:00,A350,Delayed,B49,2025-07-12,schedule,scheduled,180.0
TK7073,TK,BGA,MDZ,2025-07-12 17:30:00,2025-07-13 00:15:00,B787,Scheduled,A44,2025-07-12,schedule,scheduled,405.0
UA7926,UA,PHC,JED,2025-07-12 11:15:00,2025-07-12 17:00:00,A320,Scheduled,D44,2025-07-12,schedule,scheduled,345.0
SB5647,SB,YUL,GNI,2025-07-12 07:15:00,2025-07-12 08:45:00,B777,On Time,A26,2025-07-12,schedule,scheduled,90.0
AC6177,AC,ATL,DUD,2025-07-12 20:15:00,2025-07-13 00:45:00,A320,Scheduled,B2,2025-07-12,schedule,scheduled,270.0
WN2537,WN,GYE,SEA,2025-07-12 06:15:00,2025-07-12 10:45:00,A350,Delayed,D46,2025-07-12,schedule,scheduled,270.0
JU8867,JU,SZX,SIN,2025-07-12 11:45:00,2025-07-12 13:15:00,B787,On Time,C30,2025-07-12,schedule,scheduled,90.0
CX4697,CX,PVR,IBA,2025-07-12 06:00:00,2025-07-12 07:15:00,B737,On Time,D32,2025-07-12,schedule,scheduled,75.0
AF2146,AF,BSB,GZT,2025-07-12 20:30:00,2025-07-13 00:15:00,A350,Scheduled,D40,2025-07-12,schedule,scheduled,225.0
LA4626,LA,HBA,CHC,2025-07-12 08:15:00,2025-07-12 14:15:00,A320,Scheduled,A4,2025-07-12,schedule,scheduled,360.0
DT236,DT,COK,DEL,2025-07-12 23:45:00,2025-07-13 02:45:00,B737,On Time,A5,2025-07-12,schedule,scheduled,180.0
D84531,D8,TAB,MFK,2025-07-12 08:00:00,2025-07-12 09:15:00,A320,Delayed,C48,2025-07-12,schedule,scheduled,75.0
XG2318,XG,HMO,OKA,2025-07-12 11:00:00,2025-07-12 13:00:00,A320,Scheduled,D30,2025-07-12,schedule,scheduled,120.0
AF4263,AF,KRR,CMN,2025-07-12 08:30:00,2025-07-12 10:45:00,A320,Scheduled,D48,2025-07-12,schedule,scheduled,135.0
AR5874,AR,NKG,AKR,2025-07-12 12:00:00,2025-07-12 16:30:00,B737,On Time,D19,2025-07-12,schedule,scheduled,270.0
IC3804,IC,DWC,TAK,2025-07-12 10:15:00,2025-07-12 13:30:00,B787,Delayed,B33,2025-07-12,schedule,scheduled,195.0
F87260,F8,PNQ,ZQN,2025-07-12 22:45:00,2025-07-13 00:15:00,B787,Scheduled,D32,2025-07-12,schedule,scheduled,90.0
VN4579,VN,ADL,BRC,2025-07-12 23:30:00,2025-07-13 03:45:00,A350,On Time,D39,2025-07-12,schedule,scheduled,255.0
TG8801,TG,COK,IFN,2025-07-12 10:00:00,2025-07-12 11:30:00,B777,Delayed,C12,2025-07-12,schedule,scheduled,90.0
LP9084,LP,BAQ,RPN,2025-07-12 09:15:00,2025-07-12 11:00:00,B777,Delayed,D45,2025-07-12,schedule,scheduled,105.0
W5892,W5,MEL,JUJ,2025-07-12 13:15:00,2025-07-12 16:15:00,B737,Cancelled,B32,2025-07-12,schedule,scheduled,180.0
SK4496,SK,HBA,CNX,2025-07-12 14:00:00,2025-07-12 19:15:00,B777,Scheduled,D40,2025-07-12,schedule,scheduled,315.0
TS1041,TS,MUC,JFK,2025-07-12 10:15:00,2025-07-12 16:30:00,A350,Delayed,C49,2025-07-12,schedule,scheduled,375.0
AY5648,AY,ILO,DMM,2025-07-12 19:30:00,2025-07-12 23:15:00,A350,Scheduled,D15,2025-07-12,schedule,scheduled,225.0
6E4337,6E,GNI,PPS,2025-07-12 20:30:00,2025-07-13 01:45:00,A350,Scheduled,C21,2025-07-12,schedule,scheduled,315.0
AI4042,AI,HDS,GMB,2025-07-12 22:45:00,2025-07-13 05:15:00,A320,On Time,D14,2025-07-12,schedule,scheduled,390.0
GF2929,GF,WCA,ATL,2025-07-12 11:15:00,2025-07-12 15:45:00,B777,On Time,A25,2025-07-12,schedule,scheduled,270.0
ET8938,ET,ADD,DWC,2025-07-12 06:15:00,2025-07-12 12:30:00,B737,On Time,C12,2025-07-12,schedule,scheduled,375.0
6E4199,6E,TRU,TSN,2025-07-12 16:00:00,2025-07-12 19:45:00,B787,On Time,A28,2025-07-12,schedule,scheduled,225.0
W6924,W6,FUK,TUN,2025-07-12 13:30:00,2025-07-12 18:45:00,B737,Scheduled,A38,2025-07-12,schedule,scheduled,315.0
HV4508,HV,MUH,IAD,2025-07-12 13:00:00,2025-07-12 17:00:00,B737,On Time,C21,2025-07-12,schedule,scheduled,240.0
HV4402,HV,CPT,TCP,2025-07-12 14:15:00,2025-07-12 19:00:00,B787,Scheduled,D7,2025-07-12,schedule,scheduled,285.0
EY4851,EY,IQT,AWA,2025-07-13 00:45:00,2025-07-13 04:30:00,B737,Cancelled,A39,2025-07-12,schedule,scheduled,225.0
AI250,AI,MFK,CAI,2025-07-12 07:00:00,2025-07-12 08:30:00,A350,Cancelled,B7,2025-07-12,schedule,scheduled,90.0
6E7091,6E,IAD,YYC,2025-07-12 16:00:00,2025-07-12 21:45:00,B787,Scheduled,C29,2025-07-12,schedule,scheduled,345.0
AD5254,AD,TPE,DJE,2025-07-12 06:45:00,2025-07-12 11:00:00,B787,On Time,D9,2025-07-12,schedule,scheduled,255.0
JQ7564,JQ,IQT,NBE,2025-07-12 17:15:00,2025-07-12 22:30:00,A350,Cancelled,C36,2025-07-12,schedule,scheduled,315.0
EY8374,EY,AMS,EIL,2025-07-12 13:45:00,2025-07-12 20:00:00,B777,On Time,B10,2025-07-12,schedule,scheduled,375.0
IR7226,IR,TOE,CTG,2025-07-12 10:45:00,2025-07-12 16:00:00,A350,Cancelled,A38,2025-07-12,schedule,scheduled,315.0
DL9152,DL,IKT,ESB,2025-07-12 17:45:00,2025-07-13 00:30:00,A350,Scheduled,B43,2025-07-12,schedule,scheduled,405.0
SW5088,SW,LST,KHH,2025-07-12 18:30:00,2025-07-12 23:00:00,B787,Scheduled,D8,2025-07-12,schedule,scheduled,270.0
SV7443,SV,ELG,TUN,2025-07-12 09:15:00,2025-07-12 15:45:00,B787,Delayed,A5,2025-07-12,schedule,scheduled,390.0
MH1889,MH,HUN,ZQN,2025-07-12 15:15:00,2025-07-12 21:30:00,B777,Scheduled,C9,2025-07-12,schedule,scheduled,375.0
UK156,UK,EUN,SSH,2025-07-12 21:45:00,2025-07-13 03:00:00,B737,On Time,B27,2025-07-12,schedule,scheduled,315.0
LX3877,LX,TRU,SLL,2025-07-12 22:45:00,2025-07-12 23:45:00,B777,Delayed,D7,2025-07-12,schedule,scheduled,60.0
VY5773,VY,ZQN,YVR,2025-07-12 14:15:00,2025-07-12 18:00:00,A320,Cancelled,C6,2025-07-12,schedule,scheduled,225.0
VN3542,VN,NRT,TSN,2025-07-12 07:00:00,2025-07-12 12:45:00,B777,Delayed,A16,2025-07-12,schedule,scheduled,345.0
WS6092,WS,YEG,HIJ,2025-07-12 23:00:00,2025-07-13 04:00:00,B737,Cancelled,B13,2025-07-12,schedule,scheduled,300.0
U25552,U2,HBA,HUN,2025-07-12 21:30:00,2025-07-13 01:30:00,B777,Scheduled,A5,2025-07-12,schedule,scheduled,240.0
TG577,TG,CJU,PHL,2025-07-12 22:15:00,2025-07-13 01:15:00,A320,Scheduled,D43,2025-07-12,schedule,scheduled,180.0
TG4406,TG,MDZ,BUD,2025-07-12 09:00:00,2025-07-12 13:30:00,A350,Cancelled,C32,2025-07-12,schedule,scheduled,270.0
EY808,EY,EBM,TTT,2025-07-12 08:45:00,2025-07-12 10:15:00,B737,Cancelled,D6,2025-07-12,schedule,scheduled,90.0
SW8469,SW,SFS,LXR,2025-07-12 09:00:00,2025-07-12 13:15:00,B777,Scheduled,A24,2025-07-12,schedule,scheduled,255.0
I55323,I5,GMB,ERH,2025-07-12 11:15:00,2025-07-12 17:45:00,B737,Delayed,C15,2025-07-12,schedule,scheduled,390.0
6E5635,6E,MIR,PEK,2025-07-12 17:00:00,2025-07-12 23:45:00,B787,On Time,C38,2025-07-12,schedule,scheduled,405.0
OK9084,OK,CDG,SFO,2025-07-12 16:30:00,2025-07-12 23:00:00,B787,Cancelled,D43,2025-07-12,schedule,scheduled,390.0
BA3156,BA,XMS,WJU,2025-07-12 15:30:00,2025-07-12 19:15:00,B777,On Time,A22,2025-07-12,schedule,scheduled,225.0
FR2041,FR,HYD,PEK,2025-07-13 00:00:00,2025-07-13 06:00:00,B787,Cancelled,B29,2025-07-12,schedule,scheduled,360.0
WS8664,WS,FCO,OOL,2025-07-12 16:15:00,2025-07-12 17:15:00,A320,On Time,C25,2025-07-12,schedule,scheduled,60.0
QZ6481,QZ,LSC,TPE,2025-07-12 11:00:00,2025-07-12 15:15:00,B787,On Time,A21,2025-07-12,schedule,scheduled,255.0
VJ7058,VJ,SFA,GPS,2025-07-12 07:15:00,2025-07-12 09:30:00,B737,Delayed,C42,2025-07-12,schedule,scheduled,135.0
BT8137,BT,BOG,GMB,2025-07-12 12:15:00,2025-07-12 15:15:00,B777,On Time,B27,2025-07-12,schedule,scheduled,180.0
AZ7369,AZ,MTY,HIJ,2025-07-12 14:00:00,2025-07-12 15:00:00,B737,Cancelled,B33,2025-07-12,schedule,scheduled,60.0
UK9264,UK,PHL,SFS,2025-07-12 11:45:00,2025-07-12 17:30:00,A350,Scheduled,A1,2025-07-12,schedule,scheduled,345.0
WG190,WG,YYC,AMD,2025-07-12 19:45:00,2025-07-12 21:30:00,A320,Delayed,D32,2025-07-12,schedule,scheduled,105.0
F84680,F8,FOR,CTG,2025-07-12 06:15:00,2025-07-12 09:15:00,B777,On Time,D29,2025-07-12,schedule,scheduled,180.0
CX4157,CX,HKT,EMY,2025-07-12 20:30:00,2025-07-13 01:15:00,B737,Scheduled,C43,2025-07-12,schedule,scheduled,285.0
MH4716,MH,ELG,CTG,2025-07-12 17:00:00,2025-07-12 18:15:00,B737,Cancelled,C30,2025-07-12,schedule,scheduled,75.0
VA936,VA,JRS,MED,2025-07-12 13:15:00,2025-07-12 17:00:00,B787,Scheduled,D8,2025-07-12,schedule,scheduled,225.0
LX8937,LX,DWC,BCD,2025-07-12 22:15:00,2025-07-13 01:30:00,A350,On Time,B20,2025-07-12,schedule,scheduled,195.0
P5683,P5,NQN,RMF,2025-07-12 16:30:00,2025-07-12 17:30:00,B737,Scheduled,C13,2025-07-12,schedule,scheduled,60.0
WN280,WN,CGY,AWA,2025-07-12 06:15:00,2025-07-12 09:15:00,B777,Scheduled,C17,2025-07-12,schedule,scheduled,180.0
VY4550,VY,GDL,JFK,2025-07-12 20:30:00,2025-07-13 02:30:00,A320,Cancelled,D1,2025-07-12,schedule,scheduled,360.0
U25134,U2,TSN,AXM,2025-07-12 17:45:00,2025-07-12 21:30:00,A320,Delayed,C32,2025-07-12,schedule,scheduled,225.0
NK2271,NK,GDL,DRW,2025-07-12 15:45:00,2025-07-12 18:15:00,A350,Cancelled,B10,2025-07-12,schedule,scheduled,150.0
U22388,U2,IQT,MDE,2025-07-12 15:15:00,2025-07-12 20:45:00,A320,Scheduled,B18,2025-07-12,schedule,scheduled,330.0
B68096,B6,KWJ,KIX,2025-07-12 07:45:00,2025-07-12 12:15:00,B737,Delayed,B11,2025-07-12,schedule,scheduled,270.0
PX1267,PX,NRT,PIU,2025-07-12 16:00:00,2025-07-12 21:15:00,A320,Scheduled,C16,2025-07-12,schedule,scheduled,315.0
BL9146,BL,OSM,RMQ,2025-07-12 18:15:00,2025-07-13 01:00:00,B777,Scheduled,A37,2025-07-12,schedule,scheduled,405.0
PD751,PD,TAK,ERH,2025-07-13 00:15:00,2025-07-13 01:45:00,B737,Cancelled,B15,2025-07-12,schedule,scheduled,90.0
SW3633,SW,HBA,BGA,2025-07-12 11:45:00,2025-07-12 14:30:00,B777,Cancelled,D8,2025-07-12,schedule,scheduled,165.0
W68447,W6,ZAL,AHB,2025-07-13 00:15:00,2025-07-13 06:45:00,B737,Cancelled,A47,2025-07-12,schedule,scheduled,390.0
G41496,G4,OUD,TIJ,2025-07-12 17:45:00,2025-07-13 00:15:00,B777,Cancelled,A41,2025-07-12,schedule,scheduled,390.0
LO9780,LO,KHH,GOI,2025-07-12 15:45:00,2025-07-12 19:30:00,B777,On Time,B25,2025-07-12,schedule,scheduled,225.0
BT4266,BT,HDS,CTU,2025-07-12 14:00:00,2025-07-12 19:15:00,B777,On Time,C43,2025-07-12,schedule,scheduled,315.0
TP9745,TP,HKG,AKR,2025-07-12 14:30:00,2025-07-12 21:15:00,B777,Delayed,A8,2025-07-12,schedule,scheduled,405.0
SA4304,SA,ZCO,CUZ,2025-07-12 07:30:00,2025-07-12 13:00:00,A320,Scheduled,B3,2025-07-12,schedule,scheduled,330.0
F82301,F8,LAS,ILR,2025-07-12 14:00:00,2025-07-12 16:15:00,A320,Scheduled,A2,2025-07-12,schedule,scheduled,135.0
JQ7361,JQ,DTW,AMM,2025-07-12 07:45:00,2025-07-12 10:30:00,A320,On Time,B44,2025-07-12,schedule,scheduled,165.0
AY8314,AY,SAW,EBM,2025-07-12 16:15:00,2025-07-12 21:15:00,A320,Cancelled,C13,2025-07-12,schedule,scheduled,300.0
WF4650,WF,CPH,TSN,2025-07-12 15:00:00,2025-07-12 18:15:00,B737,Cancelled,B30,2025-07-12,schedule,scheduled,195.0
XG4351,XG,ELS,DMM,2025-07-12 16:30:00,2025-07-12 17:30:00,B777,Scheduled,B35,2025-07-12,schedule,scheduled,60.0
FJ1631,FJ,ADB,RSU,2025-07-12 15:45:00,2025-07-12 21:45:00,A320,Cancelled,B39,2025-07-12,schedule,scheduled,360.0
AV3399,AV,DTW,PNQ,2025-07-12 11:15:00,2025-07-12 12:15:00,A320,On Time,C4,2025-07-12,schedule,scheduled,60.0
U22350,U2,GRU,IPC,2025-07-12 21:30:00,2025-07-13 02:15:00,A350,Cancelled,C38,2025-07-12,schedule,scheduled,285.0
CM9786,CM,HRG,ROV,2025-07-12 16:15:00,2025-07-12 18:15:00,B737,Cancelled,C15,2025-07-12,schedule,scheduled,120.0
SA8505,SA,CJU,TNG,2025-07-12 17:00:00,2025-07-12 19:45:00,B737,Scheduled,C48,2025-07-12,schedule,scheduled,165.0
OS5361,OS,AWA,PYO,2025-07-12 13:15:00,2025-07-12 18:45:00,B777,Cancelled,D5,2025-07-12,schedule,scheduled,330.0
NK7233,NK,HIJ,HGH,2025-07-12 15:15:00,2025-07-12 22:00:00,B737,Scheduled,A32,2025-07-12,schedule,scheduled,405.0
AZ1148,AZ,JOS,AHB,2025-07-12 15:45:00,2025-07-12 18:45:00,B737,Delayed,D30,2025-07-12,schedule,scheduled,180.0
IB2997,IB,LIM,DOH,2025-07-12 19:45:00,2025-07-12 23:30:00,B737,On Time,B6,2025-07-12,schedule,scheduled,225.0
IR4343,IR,ILO,TNG,2025-07-12 11:45:00,2025-07-12 16:45:00,A320,Scheduled,C33,2025-07-12,schedule,scheduled,300.0
QF292,QF,ZUR,ADD,2025-07-12 12:15:00,2025-07-12 14:00:00,B777,Delayed,C8,2025-07-12,schedule,scheduled,105.0
NZ1135,NZ,HRG,KMI,2025-07-12 12:30:00,2025-07-12 16:00:00,A350,Scheduled,D21,2025-07-12,schedule,scheduled,210.0
VA1743,VA,EIL,YYC,2025-07-12 18:15:00,2025-07-13 00:30:00,B777,Cancelled,D18,2025-07-12,schedule,scheduled,375.0
VA5591,VA,MEX,OOL,2025-07-12 06:00:00,2025-07-12 11:15:00,B787,Cancelled,D49,2025-07-12,schedule,scheduled,315.0
OK9560,OK,IKT,SZX,2025-07-13 00:30:00,2025-07-13 02:30:00,B777,Scheduled,D27,2025-07-12,schedule,scheduled,120.0
VJ2941,VJ,MCO,EMY,2025-07-12 08:15:00,2025-07-12 14:15:00,A320,Cancelled,C14,2025-07-12,schedule,scheduled,360.0
HC1504,HC,AXM,GNI,2025-07-12 17:30:00,2025-07-12 19:45:00,B737,On Time,B45,2025-07-12,schedule,scheduled,135.0
VA6571,VA,BRU,JUJ,2025-07-12 13:30:00,2025-07-12 20:15:00,B737,Cancelled,D6,2025-07-12,schedule,scheduled,405.0
G43456,G4,TAE,BGW,2025-07-12 08:30:00,2025-07-12 10:45:00,A350,On Time,D27,2025-07-12,schedule,scheduled,135.0
WJ782,WJ,TRU,KRR,2025-07-13 00:45:00,2025-07-13 02:45:00,A320,On Time,D23,2025-07-12,schedule,scheduled,120.0
W67541,W6,CAI,RPN,2025-07-12 17:00:00,2025-07-12 21:15:00,B777,Cancelled,C46,2025-07-12,schedule,scheduled,255.0
MP6885,MP,AYP,OKA,2025-07-12 08:15:00,2025-07-12 10:45:00,B787,Delayed,B40,2025-07-12,schedule,scheduled,150.0
OZ9252,OZ,OTP,WCA,2025-07-12 17:45:00,2025-07-12 21:45:00,B787,Cancelled,C47,2025-07-12,schedule,scheduled,240.0
MS9800,MS,GZT,GAE,2025-07-12 07:00:00,2025-07-12 09:45:00,A350,Delayed,D7,2025-07-12,schedule,scheduled,165.0
RO4337,RO,RAK,TUN,2025-07-13 00:15:00,2025-07-13 01:15:00,B777,Scheduled,B42,2025-07-12,schedule,scheduled,60.0
AF6733,AF,WJU,BCD,2025-07-12 17:00:00,2025-07-12 19:15:00,B777,Scheduled,A11,2025-07-12,schedule,scheduled,135.0
LO8803,LO,SAW,CAI,2025-07-12 23:15:00,2025-07-13 03:45:00,B737,Delayed,A14,2025-07-12,schedule,scheduled,270.0
CX6999,CX,IPC,AMM,2025-07-12 06:00:00,2025-07-12 07:15:00,B777,Delayed,B22,2025-07-12,schedule,scheduled,75.0
VY5860,VY,BRU,EIL,2025-07-12 13:30:00,2025-07-12 16:00:00,B777,Delayed,A13,2025-07-12,schedule,scheduled,150.0
QF6482,QF,ZQN,DUR,2025-07-12 06:45:00,2025-07-12 10:45:00,B777,Cancelled,C17,2025-07-12,schedule,scheduled,240.0
LP1028,LP,MTY,CPH,2025-07-12 18:30:00,2025-07-12 22:15:00,B737,Scheduled,B31,2025-07-12,schedule,scheduled,225.0
SV2539,SV,JED,VOG,2025-07-12 19:30:00,2025-07-13 01:00:00,A350,Scheduled,D11,2025-07-12,schedule,scheduled,330.0
ET9719,ET,MIR,CUC,2025-07-12 11:30:00,2025-07-12 17:15:00,B737,Cancelled,D43,2025-07-12,schedule,scheduled,345.0
ZX5345,ZX,YVR,CPH,2025-07-12 08:00:00,2025-07-12 13:15:00,A320,On Time,C30,2025-07-12,schedule,scheduled,315.0
AS3442,AS,YEG,PUS,2025-07-12 17:15:00,2025-07-12 20:00:00,B787,On Time,B35,2025-07-12,schedule,scheduled,165.0
P52002,P5,RUH,MLX,2025-07-12 21:45:00,2025-07-13 02:30:00,A350,Delayed,B37,2025-07-12,schedule,scheduled,285.0
OZ4437,OZ,OSL,KMI,2025-07-12 09:30:00,2025-07-12 16:00:00,A350,Delayed,C35,2025-07-12,schedule,scheduled,390.0
DL6577,DL,PHL,LSC,2025-07-12 09:30:00,2025-07-12 11:45:00,A320,Delayed,C46,2025-07-12,schedule,scheduled,135.0
IB6492,IB,SLA,BKK,2025-07-12 14:00:00,2025-07-12 20:00:00,B787,Delayed,D42,2025-07-12,schedule,scheduled,360.0
MH2291,MH,FEZ,KWJ,2025-07-12 18:00:00,2025-07-12 22:00:00,B737,Delayed,A5,2025-07-12,schedule,scheduled,240.0
MS9086,MS,LHR,EUN,2025-07-12 07:30:00,2025-07-12 14:00:00,A350,On Time,D41,2025-07-12,schedule,scheduled,390.0
VY7196,VY,ABV,NKG,2025-07-12 09:30:00,2025-07-12 10:45:00,B737,Cancelled,D39,2025-07-12,schedule,scheduled,75.0
GF6020,GF,KAN,AUH,2025-07-12 06:15:00,2025-07-12 08:30:00,A350,On Time,D19,2025-07-12,schedule,scheduled,135.0
NZ2614,NZ,AYT,RAK,2025-07-12 10:15:00,2025-07-12 13:45:00,A350,Scheduled,C27,2025-07-12,schedule,scheduled,210.0
IX6289,IX,TAK,BGA,2025-07-13 00:00:00,2025-07-13 06:30:00,B777,Scheduled,A21,2025-07-12,schedule,scheduled,390.0
LO1157,LO,REC,OUD,2025-07-12 14:15:00,2025-07-12 16:45:00,B777,Scheduled,B25,2025-07-12,schedule,scheduled,150.0
